MW750027 delta_MW750027
MZ538324.1 delta_MZ538324.1
MZ538205.1 delta_MZ538205.1
MZ538265.1 delta_MZ538265.1
MZ538171.1 delta_MZ538171.1
MZ538332.1 delta_MZ538332.1
MZ538166.1 delta_MZ538166.1
MZ538239.1 delta_MZ538239.1
MZ538172.1 delta_MZ538172.1
MZ538214.1 delta_MZ538214.1
MZ538310.1 delta_MZ538310.1
MZ538287.1 delta_MZ538287.1
MZ538328.1 delta_MZ538328.1
MZ538188.1 delta_MZ538188.1
MZ531316.1 delta_MZ531316.1
MZ538390.1 delta_MZ538390.1
MZ538224.1 delta_MZ538224.1
MZ531239.1 delta_MZ531239.1
MZ531250.1 delta_MZ531250.1
MZ531266.1 delta_MZ531266.1
MZ531248.1 delta_MZ531248.1
MZ531263.1 delta_MZ531263.1
MZ531267.1 delta_MZ531267.1
MZ538032.1 delta_MZ538032.1
MZ538079.1 delta_MZ538079.1
MZ538217.1 delta_MZ538217.1
MZ538082.1 delta_MZ538082.1
MZ538394.1 delta_MZ538394.1
MZ538338.1 delta_MZ538338.1
MZ538305.1 delta_MZ538305.1
MZ538089.1 delta_MZ538089.1
MZ538438.1 delta_MZ538438.1
MZ531246.1 delta_MZ531246.1
MZ531580.1 delta_MZ531580.1
MZ530329.1 delta_MZ530329.1
MZ531018.1 delta_MZ531018.1
MZ538211.1 delta_MZ538211.1
MZ538235.1 delta_MZ538235.1
MZ538139.1 delta_MZ538139.1
MZ538304.1 delta_MZ538304.1
MZ538231.1 delta_MZ538231.1
MZ538416.1 delta_MZ538416.1
MZ538152.1 delta_MZ538152.1
MZ538344.1 delta_MZ538344.1
MZ538090.1 delta_MZ538090.1
MZ538220.1 delta_MZ538220.1
MZ538403.1 delta_MZ538403.1
MZ538177.1 delta_MZ538177.1
MZ538371.1 delta_MZ538371.1
MZ538247.1 delta_MZ538247.1
MZ538238.1 delta_MZ538238.1
MZ531556.1 delta_MZ531556.1
MZ531568.1 delta_MZ531568.1
MZ538175.1 delta_MZ538175.1
MZ538298.1 delta_MZ538298.1
MZ537890.1 delta_MZ537890.1
MZ537965.1 delta_MZ537965.1
MZ538806.1 delta_MZ538806.1
MZ538833.1 delta_MZ538833.1
MZ538404.1 delta_MZ538404.1
MZ538068.1 delta_MZ538068.1
MZ538284.1 delta_MZ538284.1
MZ538442.1 delta_MZ538442.1
MZ538203.1 delta_MZ538203.1
MZ536556.1 delta_MZ536556.1
MZ531214.1 delta_MZ531214.1
MZ531012.1 delta_MZ531012.1
MZ538218.1 delta_MZ538218.1
MZ538379.1 delta_MZ538379.1
MZ538264.1 delta_MZ538264.1
MZ531014.1 delta_MZ531014.1
MZ531013.1 delta_MZ531013.1
MZ531011.1 delta_MZ531011.1
MZ531022.1 delta_MZ531022.1
MZ537977.1 delta_MZ537977.1
MZ537996.1 delta_MZ537996.1
MZ538040.1 delta_MZ538040.1
MZ538448.1 delta_MZ538448.1
MZ538441.1 delta_MZ538441.1
MZ538086.1 delta_MZ538086.1
MZ538010.1 delta_MZ538010.1
MZ538069.1 delta_MZ538069.1
MZ538095.1 delta_MZ538095.1
MZ538316.1 delta_MZ538316.1
MZ538016.1 delta_MZ538016.1
MZ537974.1 delta_MZ537974.1
MZ538184.1 delta_MZ538184.1
MZ538429.1 delta_MZ538429.1
MZ538071.1 delta_MZ538071.1
MZ538050.1 delta_MZ538050.1
MZ531015.1 delta_MZ531015.1
MZ531218.1 delta_MZ531218.1
MZ531237.1 delta_MZ531237.1
MZ531213.1 delta_MZ531213.1
MZ531228.1 delta_MZ531228.1
MZ531232.1 delta_MZ531232.1
MZ531233.1 delta_MZ531233.1
MZ531222.1 delta_MZ531222.1
MZ538415.1 delta_MZ538415.1
MZ531542.1 delta_MZ531542.1
MZ531036.1 delta_MZ531036.1
MZ538075.1 delta_MZ538075.1
MZ531539.1 delta_MZ531539.1
MZ531548.1 delta_MZ531548.1
MZ531541.1 delta_MZ531541.1
MZ538014.1 delta_MZ538014.1
MZ537968.1 delta_MZ537968.1
MZ537872.1 delta_MZ537872.1
MZ538318.1 delta_MZ538318.1
MZ538077.1 delta_MZ538077.1
MZ538179.1 delta_MZ538179.1
MZ538436.1 delta_MZ538436.1
MZ538364.1 delta_MZ538364.1
MZ538428.1 delta_MZ538428.1
MZ531555.1 delta_MZ531555.1
MZ531230.1 delta_MZ531230.1
MZ531217.1 delta_MZ531217.1
MZ538093.1 delta_MZ538093.1
MZ537863.1 delta_MZ537863.1
MZ531567.1 delta_MZ531567.1
MZ538805.1 delta_MZ538805.1
MZ538810.1 delta_MZ538810.1
MZ538814.1 delta_MZ538814.1
MZ538796.1 delta_MZ538796.1
MZ530863.1 delta_MZ530863.1
MZ538099.1 delta_MZ538099.1
MZ538320.1 delta_MZ538320.1
MZ537874.1 delta_MZ537874.1
MZ537935.1 delta_MZ537935.1
MZ531032.1 delta_MZ531032.1
MZ538059.1 delta_MZ538059.1
MZ538290.1 delta_MZ538290.1
MZ537876.1 delta_MZ537876.1
MZ538281.1 delta_MZ538281.1
MZ537957.1 delta_MZ537957.1
MZ537871.1 delta_MZ537871.1
MZ538207.1 delta_MZ538207.1
MZ538200.1 delta_MZ538200.1
MZ531235.1 delta_MZ531235.1
MZ538196.1 delta_MZ538196.1
MZ531554.1 delta_MZ531554.1
MZ531227.1 delta_MZ531227.1
MZ538100.1 delta_MZ538100.1
MZ538094.1 delta_MZ538094.1
MZ531546.1 delta_MZ531546.1
MZ531528.1 delta_MZ531528.1
MZ531526.1 delta_MZ531526.1
MZ538334.1 delta_MZ538334.1
MZ538148.1 delta_MZ538148.1
MZ538278.1 delta_MZ538278.1
MZ538447.1 delta_MZ538447.1
MZ538133.1 delta_MZ538133.1
MZ538219.1 delta_MZ538219.1
MZ538799.1 delta_MZ538799.1
MZ537973.1 delta_MZ537973.1
MZ537990.1 delta_MZ537990.1
MZ538046.1 delta_MZ538046.1
MZ537943.1 delta_MZ537943.1
MZ537989.1 delta_MZ537989.1
MZ538156.1 delta_MZ538156.1
MZ537971.1 delta_MZ537971.1
MZ538233.1 delta_MZ538233.1
MZ538308.1 delta_MZ538308.1
MZ538401.1 delta_MZ538401.1
MZ538249.1 delta_MZ538249.1
MZ538145.1 delta_MZ538145.1
MZ538216.1 delta_MZ538216.1
MZ537936.1 delta_MZ537936.1
MZ538066.1 delta_MZ538066.1
MZ538074.1 delta_MZ538074.1
MZ538329.1 delta_MZ538329.1
MZ537911.1 delta_MZ537911.1
MZ537921.1 delta_MZ537921.1
MZ531209.1 delta_MZ531209.1
MZ537869.1 delta_MZ537869.1
MZ538808.1 delta_MZ538808.1
MZ538044.1 delta_MZ538044.1
MZ537919.1 delta_MZ537919.1
MZ537966.1 delta_MZ537966.1
MZ538021.1 delta_MZ538021.1
MZ537858.1 delta_MZ537858.1
MZ537926.1 delta_MZ537926.1
MZ537867.1 delta_MZ537867.1
MZ538022.1 delta_MZ538022.1
MZ538201.1 delta_MZ538201.1
MZ531520.1 delta_MZ531520.1
MZ537925.1 delta_MZ537925.1
MZ538091.1 delta_MZ538091.1
MZ537860.1 delta_MZ537860.1
MZ537887.1 delta_MZ537887.1
MZ537896.1 delta_MZ537896.1
MZ538336.1 delta_MZ538336.1
MZ537975.1 delta_MZ537975.1
MZ530995.1 delta_MZ530995.1
MZ530994.1 delta_MZ530994.1
MZ538838.1 delta_MZ538838.1
MZ531509.1 delta_MZ531509.1
MZ538417.1 delta_MZ538417.1
MZ538444.1 delta_MZ538444.1
MZ530981.1 delta_MZ530981.1
MZ530984.1 delta_MZ530984.1
MZ530985.1 delta_MZ530985.1
MZ530983.1 delta_MZ530983.1
MZ532768.1 delta_MZ532768.1
MZ532786.1 delta_MZ532786.1
MZ532918.1 delta_MZ532918.1
MZ532776.1 delta_MZ532776.1
MZ532700.1 delta_MZ532700.1
MZ532783.1 delta_MZ532783.1
MZ538189.1 delta_MZ538189.1
MZ532714.1 delta_MZ532714.1
MZ532692.1 delta_MZ532692.1
MZ532728.1 delta_MZ532728.1
MZ532758.1 delta_MZ532758.1
MZ532722.1 delta_MZ532722.1
MZ538767.1 delta_MZ538767.1
MZ532524.1 delta_MZ532524.1
MZ532711.1 delta_MZ532711.1
MZ532771.1 delta_MZ532771.1
MZ538790.1 delta_MZ538790.1
MZ532741.1 delta_MZ532741.1
MZ532730.1 delta_MZ532730.1
MZ532760.1 delta_MZ532760.1
MZ532755.1 delta_MZ532755.1
MZ532735.1 delta_MZ532735.1
MZ532749.1 delta_MZ532749.1
MZ532763.1 delta_MZ532763.1
MZ538791.1 delta_MZ538791.1
MZ532701.1 delta_MZ532701.1
MZ532769.1 delta_MZ532769.1
MZ532716.1 delta_MZ532716.1
MZ532753.1 delta_MZ532753.1
MZ532762.1 delta_MZ532762.1
MZ532740.1 delta_MZ532740.1
MZ532747.1 delta_MZ532747.1
MZ532629.1 delta_MZ532629.1
MZ532603.1 delta_MZ532603.1
MZ532600.1 delta_MZ532600.1
MZ532594.1 delta_MZ532594.1
MZ532657.1 delta_MZ532657.1
MZ532610.1 delta_MZ532610.1
MZ532608.1 delta_MZ532608.1
MZ532679.1 delta_MZ532679.1
MZ532637.1 delta_MZ532637.1
MZ532624.1 delta_MZ532624.1
MZ532596.1 delta_MZ532596.1
MZ532612.1 delta_MZ532612.1
MZ532630.1 delta_MZ532630.1
MZ532674.1 delta_MZ532674.1
MZ532656.1 delta_MZ532656.1
MZ538746.1 delta_MZ538746.1
MZ538674.1 delta_MZ538674.1
MZ539422.1 delta_MZ539422.1
MZ539057.1 delta_MZ539057.1
MZ538602.1 delta_MZ538602.1
MZ542744.1 delta_MZ542744.1
MZ542747.1 delta_MZ542747.1
MZ542753.1 delta_MZ542753.1
MZ542756.1 delta_MZ542756.1
MZ542760.1 delta_MZ542760.1
MZ542762.1 delta_MZ542762.1
MZ542424.1 delta_MZ542424.1
MZ540275.1 delta_MZ540275.1
MZ544648.1 delta_MZ544648.1
MZ544652.1 delta_MZ544652.1
MZ544655.1 delta_MZ544655.1
MZ544658.1 delta_MZ544658.1
MZ544659.1 delta_MZ544659.1
MZ544661.1 delta_MZ544661.1
MZ544662.1 delta_MZ544662.1
MZ544666.1 delta_MZ544666.1
MZ544669.1 delta_MZ544669.1
MZ544671.1 delta_MZ544671.1
MZ544674.1 delta_MZ544674.1
MZ544677.1 delta_MZ544677.1
MZ544678.1 delta_MZ544678.1
MZ544679.1 delta_MZ544679.1
MZ544681.1 delta_MZ544681.1
MZ544687.1 delta_MZ544687.1
MZ544691.1 delta_MZ544691.1
MZ544697.1 delta_MZ544697.1
MZ544698.1 delta_MZ544698.1
MZ544699.1 delta_MZ544699.1
MZ544701.1 delta_MZ544701.1
MZ544702.1 delta_MZ544702.1
MZ544703.1 delta_MZ544703.1
MZ544704.1 delta_MZ544704.1
MZ544707.1 delta_MZ544707.1
MZ544709.1 delta_MZ544709.1
MZ544710.1 delta_MZ544710.1
MZ544711.1 delta_MZ544711.1
MZ544712.1 delta_MZ544712.1
MZ544713.1 delta_MZ544713.1
MZ544743.1 delta_MZ544743.1
MZ544744.1 delta_MZ544744.1
MZ544746.1 delta_MZ544746.1
MZ544747.1 delta_MZ544747.1
MZ544749.1 delta_MZ544749.1
MZ544750.1 delta_MZ544750.1
MZ544753.1 delta_MZ544753.1
MZ544754.1 delta_MZ544754.1
MZ544759.1 delta_MZ544759.1
MZ544761.1 delta_MZ544761.1
MZ544762.1 delta_MZ544762.1
MZ544770.1 delta_MZ544770.1
MZ553937.1 delta_MZ553937.1
MZ553946.1 delta_MZ553946.1
MZ553951.1 delta_MZ553951.1
MZ553955.1 delta_MZ553955.1
MZ553957.1 delta_MZ553957.1
MZ553959.1 delta_MZ553959.1
MZ553960.1 delta_MZ553960.1
MZ553962.1 delta_MZ553962.1
MZ553965.1 delta_MZ553965.1
MZ553968.1 delta_MZ553968.1
MZ553970.1 delta_MZ553970.1
MZ553974.1 delta_MZ553974.1
MZ553978.1 delta_MZ553978.1
MZ553979.1 delta_MZ553979.1
MZ553985.1 delta_MZ553985.1
MZ553989.1 delta_MZ553989.1
MZ553990.1 delta_MZ553990.1
MZ553993.1 delta_MZ553993.1
MZ553997.1 delta_MZ553997.1
MZ554001.1 delta_MZ554001.1
MZ554002.1 delta_MZ554002.1
MZ554005.1 delta_MZ554005.1
MZ554010.1 delta_MZ554010.1
MZ554011.1 delta_MZ554011.1
MZ554013.1 delta_MZ554013.1
MZ554014.1 delta_MZ554014.1
MZ554018.1 delta_MZ554018.1
MZ554019.1 delta_MZ554019.1
MZ554021.1 delta_MZ554021.1
MZ554028.1 delta_MZ554028.1
MZ554029.1 delta_MZ554029.1
MZ554033.1 delta_MZ554033.1
MZ554034.1 delta_MZ554034.1
MZ554038.1 delta_MZ554038.1
MZ554039.1 delta_MZ554039.1
MZ554040.1 delta_MZ554040.1
MZ554042.1 delta_MZ554042.1
MZ554043.1 delta_MZ554043.1
MZ554049.1 delta_MZ554049.1
MZ554052.1 delta_MZ554052.1
MZ554054.1 delta_MZ554054.1
MZ554056.1 delta_MZ554056.1
MZ554057.1 delta_MZ554057.1
MZ554060.1 delta_MZ554060.1
MZ554061.1 delta_MZ554061.1
MZ554064.1 delta_MZ554064.1
MZ554065.1 delta_MZ554065.1
MZ554067.1 delta_MZ554067.1
MZ554071.1 delta_MZ554071.1
MZ554075.1 delta_MZ554075.1
MZ554078.1 delta_MZ554078.1
MZ554079.1 delta_MZ554079.1
MZ554082.1 delta_MZ554082.1
MZ554086.1 delta_MZ554086.1
MZ554091.1 delta_MZ554091.1
MZ554094.1 delta_MZ554094.1
MZ554097.1 delta_MZ554097.1
MZ554100.1 delta_MZ554100.1
MZ554102.1 delta_MZ554102.1
MZ554104.1 delta_MZ554104.1
MZ554110.1 delta_MZ554110.1
MZ554111.1 delta_MZ554111.1
MZ554113.1 delta_MZ554113.1
MZ554115.1 delta_MZ554115.1
MZ554116.1 delta_MZ554116.1
MZ554117.1 delta_MZ554117.1
MZ554118.1 delta_MZ554118.1
MZ554120.1 delta_MZ554120.1
MZ554127.1 delta_MZ554127.1
MZ554128.1 delta_MZ554128.1
MZ554131.1 delta_MZ554131.1
MZ554133.1 delta_MZ554133.1
MZ554135.1 delta_MZ554135.1
MZ554136.1 delta_MZ554136.1
MZ554139.1 delta_MZ554139.1
MZ554140.1 delta_MZ554140.1
MZ554143.1 delta_MZ554143.1
MZ554144.1 delta_MZ554144.1
MZ554145.1 delta_MZ554145.1
MZ554146.1 delta_MZ554146.1
MZ554148.1 delta_MZ554148.1
MZ554151.1 delta_MZ554151.1
MZ554152.1 delta_MZ554152.1
MZ554153.1 delta_MZ554153.1
MZ554155.1 delta_MZ554155.1
MZ554157.1 delta_MZ554157.1
MZ554158.1 delta_MZ554158.1
MZ554159.1 delta_MZ554159.1
MZ554173.1 delta_MZ554173.1
MZ554177.1 delta_MZ554177.1
MZ554181.1 delta_MZ554181.1
MZ554186.1 delta_MZ554186.1
MZ554193.1 delta_MZ554193.1
MZ554196.1 delta_MZ554196.1
MZ554199.1 delta_MZ554199.1
MZ554200.1 delta_MZ554200.1
MZ554201.1 delta_MZ554201.1
MZ554202.1 delta_MZ554202.1
MZ554205.1 delta_MZ554205.1
MZ554208.1 delta_MZ554208.1
MZ554210.1 delta_MZ554210.1
MZ554214.1 delta_MZ554214.1
MZ554215.1 delta_MZ554215.1
MZ554218.1 delta_MZ554218.1
MZ554220.1 delta_MZ554220.1
MZ554221.1 delta_MZ554221.1
MZ554223.1 delta_MZ554223.1
MZ554224.1 delta_MZ554224.1
MZ554228.1 delta_MZ554228.1
MZ554229.1 delta_MZ554229.1
MZ554232.1 delta_MZ554232.1
MZ554233.1 delta_MZ554233.1
MZ554236.1 delta_MZ554236.1
MZ554237.1 delta_MZ554237.1
MZ554238.1 delta_MZ554238.1
MZ554249.1 delta_MZ554249.1
MZ554252.1 delta_MZ554252.1
MZ554253.1 delta_MZ554253.1
MZ554254.1 delta_MZ554254.1
MZ554263.1 delta_MZ554263.1
MZ554265.1 delta_MZ554265.1
MZ554266.1 delta_MZ554266.1
MZ554267.1 delta_MZ554267.1
MZ554268.1 delta_MZ554268.1
MZ554269.1 delta_MZ554269.1
MZ554270.1 delta_MZ554270.1
MZ554271.1 delta_MZ554271.1
MZ554272.1 delta_MZ554272.1
MZ554273.1 delta_MZ554273.1
MZ554275.1 delta_MZ554275.1
MZ554282.1 delta_MZ554282.1
MZ554285.1 delta_MZ554285.1
MZ554289.1 delta_MZ554289.1
MZ554290.1 delta_MZ554290.1
MZ554294.1 delta_MZ554294.1
MZ554298.1 delta_MZ554298.1
MZ554300.1 delta_MZ554300.1
MZ554301.1 delta_MZ554301.1
MZ554303.1 delta_MZ554303.1
MZ554305.1 delta_MZ554305.1
MZ554307.1 delta_MZ554307.1
MZ554308.1 delta_MZ554308.1
MZ554309.1 delta_MZ554309.1
MZ554310.1 delta_MZ554310.1
MZ554312.1 delta_MZ554312.1
MZ554314.1 delta_MZ554314.1
MZ554315.1 delta_MZ554315.1
MZ554316.1 delta_MZ554316.1
MZ554320.1 delta_MZ554320.1
MZ554321.1 delta_MZ554321.1
MZ554322.1 delta_MZ554322.1
MZ554323.1 delta_MZ554323.1
MZ554324.1 delta_MZ554324.1
MZ554325.1 delta_MZ554325.1
MZ554326.1 delta_MZ554326.1
MZ554329.1 delta_MZ554329.1
MZ554330.1 delta_MZ554330.1
MZ554331.1 delta_MZ554331.1
MZ554332.1 delta_MZ554332.1
MZ554335.1 delta_MZ554335.1
MZ554341.1 delta_MZ554341.1
MZ554342.1 delta_MZ554342.1
MZ554349.1 delta_MZ554349.1
MZ554352.1 delta_MZ554352.1
MZ554356.1 delta_MZ554356.1
MZ554361.1 delta_MZ554361.1
MZ554362.1 delta_MZ554362.1
MZ554363.1 delta_MZ554363.1
MZ554364.1 delta_MZ554364.1
MZ554365.1 delta_MZ554365.1
MZ554366.1 delta_MZ554366.1
MZ554369.1 delta_MZ554369.1
MZ554370.1 delta_MZ554370.1
MZ554371.1 delta_MZ554371.1
MZ554372.1 delta_MZ554372.1
MZ554373.1 delta_MZ554373.1
MZ554374.1 delta_MZ554374.1
MZ554379.1 delta_MZ554379.1
MZ554380.1 delta_MZ554380.1
MZ554389.1 delta_MZ554389.1
MZ554395.1 delta_MZ554395.1
MZ554398.1 delta_MZ554398.1
MZ554399.1 delta_MZ554399.1
MZ554404.1 delta_MZ554404.1
MZ554406.1 delta_MZ554406.1
MZ554407.1 delta_MZ554407.1
MZ554411.1 delta_MZ554411.1
MZ554413.1 delta_MZ554413.1
MZ554416.1 delta_MZ554416.1
MZ554418.1 delta_MZ554418.1
MZ554422.1 delta_MZ554422.1
MZ554424.1 delta_MZ554424.1
MZ554432.1 delta_MZ554432.1
MZ554433.1 delta_MZ554433.1
MZ554434.1 delta_MZ554434.1
MZ554436.1 delta_MZ554436.1
MZ554438.1 delta_MZ554438.1
MZ554439.1 delta_MZ554439.1
MZ554440.1 delta_MZ554440.1
MZ554441.1 delta_MZ554441.1
MZ554446.1 delta_MZ554446.1
MZ554448.1 delta_MZ554448.1
MZ554449.1 delta_MZ554449.1
MZ554452.1 delta_MZ554452.1
MZ554453.1 delta_MZ554453.1
MZ554454.1 delta_MZ554454.1
MZ554455.1 delta_MZ554455.1
MZ554457.1 delta_MZ554457.1
MZ554461.1 delta_MZ554461.1
MZ554464.1 delta_MZ554464.1
MZ554467.1 delta_MZ554467.1
MZ554468.1 delta_MZ554468.1
MZ554469.1 delta_MZ554469.1
MZ554470.1 delta_MZ554470.1
MZ554471.1 delta_MZ554471.1
MZ554475.1 delta_MZ554475.1
MZ554476.1 delta_MZ554476.1
MZ554479.1 delta_MZ554479.1
MZ554480.1 delta_MZ554480.1
MZ554482.1 delta_MZ554482.1
MZ554484.1 delta_MZ554484.1
MZ554487.1 delta_MZ554487.1
MZ554489.1 delta_MZ554489.1
MZ554491.1 delta_MZ554491.1
MZ554494.1 delta_MZ554494.1
MZ554502.1 delta_MZ554502.1
MZ554504.1 delta_MZ554504.1
MZ554506.1 delta_MZ554506.1
MZ554508.1 delta_MZ554508.1
MZ554509.1 delta_MZ554509.1
MZ554514.1 delta_MZ554514.1
MZ554516.1 delta_MZ554516.1
MZ554518.1 delta_MZ554518.1
MZ554519.1 delta_MZ554519.1
MZ554525.1 delta_MZ554525.1
MZ554526.1 delta_MZ554526.1
MZ554528.1 delta_MZ554528.1
MZ554530.1 delta_MZ554530.1
MZ554531.1 delta_MZ554531.1
MZ554535.1 delta_MZ554535.1
MZ554536.1 delta_MZ554536.1
MZ554537.1 delta_MZ554537.1
MZ554538.1 delta_MZ554538.1
MZ554539.1 delta_MZ554539.1
MZ554542.1 delta_MZ554542.1
MZ554544.1 delta_MZ554544.1
MZ554546.1 delta_MZ554546.1
MZ554547.1 delta_MZ554547.1
MZ554548.1 delta_MZ554548.1
MZ554549.1 delta_MZ554549.1
MZ554551.1 delta_MZ554551.1
MZ554552.1 delta_MZ554552.1
MZ554553.1 delta_MZ554553.1
MZ554557.1 delta_MZ554557.1
MZ554559.1 delta_MZ554559.1
MZ554561.1 delta_MZ554561.1
MZ554562.1 delta_MZ554562.1
MZ554570.1 delta_MZ554570.1
MZ554572.1 delta_MZ554572.1
MZ554575.1 delta_MZ554575.1
MZ554576.1 delta_MZ554576.1
MZ554580.1 delta_MZ554580.1
MZ554581.1 delta_MZ554581.1
MZ554588.1 delta_MZ554588.1
MZ554592.1 delta_MZ554592.1
MZ554604.1 delta_MZ554604.1
MZ554610.1 delta_MZ554610.1
MZ554612.1 delta_MZ554612.1
MZ554615.1 delta_MZ554615.1
MZ554617.1 delta_MZ554617.1
MZ554619.1 delta_MZ554619.1
MZ554623.1 delta_MZ554623.1
MZ554629.1 delta_MZ554629.1
MZ554631.1 delta_MZ554631.1
MZ554632.1 delta_MZ554632.1
MZ554637.1 delta_MZ554637.1
MZ554642.1 delta_MZ554642.1
MZ554643.1 delta_MZ554643.1
MZ554649.1 delta_MZ554649.1
MZ554650.1 delta_MZ554650.1
MZ554659.1 delta_MZ554659.1
MZ554674.1 delta_MZ554674.1
MZ554680.1 delta_MZ554680.1
MZ554689.1 delta_MZ554689.1
MZ554709.1 delta_MZ554709.1
MZ554711.1 delta_MZ554711.1
MZ554717.1 delta_MZ554717.1
MZ554720.1 delta_MZ554720.1
MZ554722.1 delta_MZ554722.1
MZ554723.1 delta_MZ554723.1
MZ554726.1 delta_MZ554726.1
MZ554741.1 delta_MZ554741.1
MZ554744.1 delta_MZ554744.1
MZ554750.1 delta_MZ554750.1
MZ554753.1 delta_MZ554753.1
MZ554754.1 delta_MZ554754.1
MZ554755.1 delta_MZ554755.1
MZ554764.1 delta_MZ554764.1
MZ554769.1 delta_MZ554769.1
MZ554772.1 delta_MZ554772.1
MZ554780.1 delta_MZ554780.1
MZ554781.1 delta_MZ554781.1
MZ554782.1 delta_MZ554782.1
MZ554784.1 delta_MZ554784.1
MZ554790.1 delta_MZ554790.1
MZ554791.1 delta_MZ554791.1
MZ554794.1 delta_MZ554794.1
MZ554795.1 delta_MZ554795.1
MZ554798.1 delta_MZ554798.1
MZ554801.1 delta_MZ554801.1
MZ554805.1 delta_MZ554805.1
MZ554806.1 delta_MZ554806.1
MZ554807.1 delta_MZ554807.1
MZ554809.1 delta_MZ554809.1
MZ554811.1 delta_MZ554811.1
MZ554813.1 delta_MZ554813.1
MZ554815.1 delta_MZ554815.1
MZ554816.1 delta_MZ554816.1
MZ554821.1 delta_MZ554821.1
MZ554824.1 delta_MZ554824.1
MZ554828.1 delta_MZ554828.1
MZ554830.1 delta_MZ554830.1
MZ554831.1 delta_MZ554831.1
MZ554837.1 delta_MZ554837.1
MZ554845.1 delta_MZ554845.1
MZ554860.1 delta_MZ554860.1
MZ554873.1 delta_MZ554873.1
MZ554879.1 delta_MZ554879.1
MZ554888.1 delta_MZ554888.1
MZ554890.1 delta_MZ554890.1
MZ554902.1 delta_MZ554902.1
MZ554912.1 delta_MZ554912.1
MZ554915.1 delta_MZ554915.1
MZ554916.1 delta_MZ554916.1
MZ554917.1 delta_MZ554917.1
MZ554918.1 delta_MZ554918.1
MZ554919.1 delta_MZ554919.1
MZ554920.1 delta_MZ554920.1
MZ554929.1 delta_MZ554929.1
MZ554934.1 delta_MZ554934.1
MZ554935.1 delta_MZ554935.1
MZ554943.1 delta_MZ554943.1
MZ554948.1 delta_MZ554948.1
MZ554950.1 delta_MZ554950.1
MZ554954.1 delta_MZ554954.1
MZ554961.1 delta_MZ554961.1
MZ554963.1 delta_MZ554963.1
MZ554976.1 delta_MZ554976.1
MZ554978.1 delta_MZ554978.1
MZ554987.1 delta_MZ554987.1
MZ554988.1 delta_MZ554988.1
MZ554989.1 delta_MZ554989.1
MZ554990.1 delta_MZ554990.1
MZ554992.1 delta_MZ554992.1
MZ554994.1 delta_MZ554994.1
MZ554997.1 delta_MZ554997.1
MZ554998.1 delta_MZ554998.1
MZ554999.1 delta_MZ554999.1
MZ555005.1 delta_MZ555005.1
MZ555006.1 delta_MZ555006.1
MZ555025.1 delta_MZ555025.1
MZ555027.1 delta_MZ555027.1
MZ555031.1 delta_MZ555031.1
MZ555036.1 delta_MZ555036.1
MZ555037.1 delta_MZ555037.1
MZ555049.1 delta_MZ555049.1
MZ555050.1 delta_MZ555050.1
MZ555051.1 delta_MZ555051.1
MZ555055.1 delta_MZ555055.1
MZ555057.1 delta_MZ555057.1
MZ555062.1 delta_MZ555062.1
MZ555064.1 delta_MZ555064.1
MZ555065.1 delta_MZ555065.1
MZ555068.1 delta_MZ555068.1
MZ555070.1 delta_MZ555070.1
MZ555072.1 delta_MZ555072.1
MZ555083.1 delta_MZ555083.1
MZ555084.1 delta_MZ555084.1
MZ555089.1 delta_MZ555089.1
MZ555091.1 delta_MZ555091.1
MZ555092.1 delta_MZ555092.1
MZ555096.1 delta_MZ555096.1
MZ555097.1 delta_MZ555097.1
MZ555098.1 delta_MZ555098.1
MZ555099.1 delta_MZ555099.1
MZ555100.1 delta_MZ555100.1
MZ555106.1 delta_MZ555106.1
MZ555108.1 delta_MZ555108.1
MZ555109.1 delta_MZ555109.1
MZ555110.1 delta_MZ555110.1
MZ555112.1 delta_MZ555112.1
MZ555115.1 delta_MZ555115.1
MZ555117.1 delta_MZ555117.1
MZ555122.1 delta_MZ555122.1
MZ555123.1 delta_MZ555123.1
MZ555125.1 delta_MZ555125.1
MZ555126.1 delta_MZ555126.1
MZ555131.1 delta_MZ555131.1
MZ555133.1 delta_MZ555133.1
MZ555137.1 delta_MZ555137.1
MZ555138.1 delta_MZ555138.1
MZ555140.1 delta_MZ555140.1
MZ555143.1 delta_MZ555143.1
MZ555148.1 delta_MZ555148.1
MZ555155.1 delta_MZ555155.1
MZ555160.1 delta_MZ555160.1
MZ555166.1 delta_MZ555166.1
MZ555168.1 delta_MZ555168.1
MZ555172.1 delta_MZ555172.1
MZ555177.1 delta_MZ555177.1
MZ555184.1 delta_MZ555184.1
MZ555185.1 delta_MZ555185.1
MZ555189.1 delta_MZ555189.1
MZ555190.1 delta_MZ555190.1
MZ555191.1 delta_MZ555191.1
MZ555192.1 delta_MZ555192.1
MZ555194.1 delta_MZ555194.1
MZ555195.1 delta_MZ555195.1
MZ555197.1 delta_MZ555197.1
MZ555200.1 delta_MZ555200.1
MZ555206.1 delta_MZ555206.1
MZ555207.1 delta_MZ555207.1
MZ555208.1 delta_MZ555208.1
MZ555210.1 delta_MZ555210.1
MZ555217.1 delta_MZ555217.1
MZ555219.1 delta_MZ555219.1
MZ555222.1 delta_MZ555222.1
MZ555224.1 delta_MZ555224.1
MZ555225.1 delta_MZ555225.1
MZ555229.1 delta_MZ555229.1
MZ555233.1 delta_MZ555233.1
MZ555234.1 delta_MZ555234.1
