MZ290450 iota_MZ290450
MZ015051 iota_MZ015051
MZ140905 iota_MZ140905
MZ149764 iota_MZ149764
MZ257578 iota_MZ257578
MZ321412 iota_MZ321412
MZ390755 iota_MZ390755
MZ058888 iota_MZ058888
MZ260376 iota_MZ260376
MZ344610 iota_MZ344610
MZ002254 iota_MZ002254
MZ210221 iota_MZ210221
MZ064769 iota_MZ064769
MZ376602 iota_MZ376602
MZ168209 iota_MZ168209
MW992801 iota_MW992801
MZ260101 iota_MZ260101
MW890752 iota_MW890752
MZ372974 iota_MZ372974
MZ415908.1 iota_MZ415908.1
MZ002491 iota_MZ002491
MZ141431 iota_MZ141431
MZ210180 iota_MZ210180
MZ500143.1 iota_MZ500143.1
MZ216948 iota_MZ216948
MZ497925.1 iota_MZ497925.1
MZ186038 iota_MZ186038
MZ232749 iota_MZ232749
MZ257344 iota_MZ257344
MZ252222 iota_MZ252222
MZ372557 iota_MZ372557
MW888029 iota_MW888029
MW897641 iota_MW897641
MZ240303 iota_MZ240303
MZ390355 iota_MZ390355
MZ141737 iota_MZ141737
MW975180 iota_MW975180
MZ082906 iota_MZ082906
MW931428 iota_MW931428
MZ161299 iota_MZ161299
MZ086356 iota_MZ086356
MZ321447 iota_MZ321447
MZ415629.1 iota_MZ415629.1
MZ007321 iota_MZ007321
MZ090054 iota_MZ090054
MZ337144 iota_MZ337144
MW976099 iota_MW976099
MZ131423 iota_MZ131423
MZ154264 iota_MZ154264
MZ201495 iota_MZ201495
MZ341964 iota_MZ341964
MZ133032 iota_MZ133032
MZ207451 iota_MZ207451
MZ056540 iota_MZ056540
MZ046940 iota_MZ046940
MZ244695 iota_MZ244695
MZ317134 iota_MZ317134
MZ202060 iota_MZ202060
MW944453 iota_MW944453
MZ013824 iota_MZ013824
MZ075009 iota_MZ075009
MZ390360 iota_MZ390360
MW969145 iota_MW969145
MW986698 iota_MW986698
MZ436520.1 iota_MZ436520.1
MZ498904.1 iota_MZ498904.1
MW945074 iota_MW945074
MW894303 iota_MW894303
MZ101279 iota_MZ101279
MZ210566 iota_MZ210566
MZ237256 iota_MZ237256
MZ056406 iota_MZ056406
MZ163360 iota_MZ163360
MZ082250 iota_MZ082250
MZ152599 iota_MZ152599
MZ341865 iota_MZ341865
MZ432274.1 iota_MZ432274.1
MW750179 iota_MW750179
MZ454666.1 iota_MZ454666.1
MZ035019 iota_MZ035019
MW965904 iota_MW965904
MW902890 iota_MW902890
MW891667 iota_MW891667
MZ274558 iota_MZ274558
MW976424 iota_MW976424
MZ187793 iota_MZ187793
MW887969 iota_MW887969
MW890676 iota_MW890676
MZ102021 iota_MZ102021
MZ054783 iota_MZ054783
MZ390272 iota_MZ390272
MW902291 iota_MW902291
MW941047 iota_MW941047
MW901877 iota_MW901877
MZ401519.1 iota_MZ401519.1
MZ059431 iota_MZ059431
MW904387 iota_MW904387
MZ071474 iota_MZ071474
MZ210877 iota_MZ210877
MZ239490 iota_MZ239490
MZ227947 iota_MZ227947
MZ210644 iota_MZ210644
MZ179378 iota_MZ179378
MW942272 iota_MW942272
MW932635 iota_MW932635
MZ024459 iota_MZ024459
MZ213773 iota_MZ213773
MZ304800 iota_MZ304800
MZ185729 iota_MZ185729
MZ188236 iota_MZ188236
MW975515 iota_MW975515
MZ064943 iota_MZ064943
MZ154469 iota_MZ154469
MW932380 iota_MW932380
MZ415464.1 iota_MZ415464.1
MZ036969 iota_MZ036969
MZ028794 iota_MZ028794
MZ253446 iota_MZ253446
MZ467323.1 iota_MZ467323.1
MZ194679 iota_MZ194679
MW986055 iota_MW986055
MZ075832 iota_MZ075832
MZ260560 iota_MZ260560
MZ376108 iota_MZ376108
MZ097534 iota_MZ097534
MZ282063 iota_MZ282063
MZ498917.1 iota_MZ498917.1
MZ076175 iota_MZ076175
MZ075853 iota_MZ075853
MZ271432 iota_MZ271432
MZ076726 iota_MZ076726
MZ038387 iota_MZ038387
MZ054076 iota_MZ054076
MZ184252 iota_MZ184252
MZ071321 iota_MZ071321
MZ217498 iota_MZ217498
MZ166679 iota_MZ166679
MZ038626 iota_MZ038626
MZ035439 iota_MZ035439
MZ185890 iota_MZ185890
MZ071354 iota_MZ071354
MZ188324 iota_MZ188324
MZ244918 iota_MZ244918
MZ082685 iota_MZ082685
MZ084571 iota_MZ084571
MZ152448 iota_MZ152448
MZ140772 iota_MZ140772
MZ371659 iota_MZ371659
MW751578 iota_MW751578
MW944587 iota_MW944587
MZ072647 iota_MZ072647
MZ207773 iota_MZ207773
MW943854 iota_MW943854
MZ076487 iota_MZ076487
MZ271093 iota_MZ271093
MZ039579 iota_MZ039579
MZ341383 iota_MZ341383
MW944810 iota_MW944810
MZ061377 iota_MZ061377
MZ100994 iota_MZ100994
MZ236885 iota_MZ236885
MZ000684 iota_MZ000684
MZ179354 iota_MZ179354
MZ386600 iota_MZ386600
MZ131036 iota_MZ131036
MZ154299 iota_MZ154299
MZ401927.1 iota_MZ401927.1
MZ008954 iota_MZ008954
MZ211921 iota_MZ211921
MZ320005 iota_MZ320005
MW975414 iota_MW975414
MZ286680 iota_MZ286680
MZ278664 iota_MZ278664
MZ055951 iota_MZ055951
MZ181206 iota_MZ181206
MZ279595 iota_MZ279595
MW975528 iota_MW975528
MW966747 iota_MW966747
MZ288103 iota_MZ288103
MZ349408 iota_MZ349408
MZ274486 iota_MZ274486
MZ086528 iota_MZ086528
MZ244625 iota_MZ244625
MZ288203 iota_MZ288203
MZ315653 iota_MZ315653
MZ270808 iota_MZ270808
MW968475 iota_MW968475
MZ228936 iota_MZ228936
MZ181371 iota_MZ181371
MZ046861 iota_MZ046861
MZ059281 iota_MZ059281
MZ500130.1 iota_MZ500130.1
MW990522 iota_MW990522
MZ163542 iota_MZ163542
MZ284493 iota_MZ284493
MZ024111 iota_MZ024111
MZ271526 iota_MZ271526
MZ059134 iota_MZ059134
MW901792 iota_MW901792
MW903777 iota_MW903777
MZ544729.1 iota_MZ544729.1
MZ074796 iota_MZ074796
MZ159074 iota_MZ159074
MZ034972 iota_MZ034972
MZ090303 iota_MZ090303
MZ342085 iota_MZ342085
MZ240113 iota_MZ240113
MZ100703 iota_MZ100703
MZ163425 iota_MZ163425
MZ008254 iota_MZ008254
MZ082866 iota_MZ082866
MZ429168.1 iota_MZ429168.1
MZ158954 iota_MZ158954
MZ404466.1 iota_MZ404466.1
MZ045078 iota_MZ045078
MZ363256 iota_MZ363256
MZ038951 iota_MZ038951
MZ258465 iota_MZ258465
MZ047455 iota_MZ047455
MZ271747 iota_MZ271747
MZ376371 iota_MZ376371
MZ477986.1 iota_MZ477986.1
MW964637 iota_MW964637
MW968551 iota_MW968551
MZ085146 iota_MZ085146
MZ163597 iota_MZ163597
MZ569124.1 iota_MZ569124.1
MZ448801.1 iota_MZ448801.1
MZ006096 iota_MZ006096
MZ025020 iota_MZ025020
MZ186536 iota_MZ186536
MZ252605 iota_MZ252605
MZ287827 iota_MZ287827
MZ002745 iota_MZ002745
MW904274 iota_MW904274
MZ244935 iota_MZ244935
MZ284771 iota_MZ284771
MZ390853 iota_MZ390853
MZ179614 iota_MZ179614
MZ009235 iota_MZ009235
MZ252917 iota_MZ252917
MZ071353 iota_MZ071353
MZ158728 iota_MZ158728
MZ061404 iota_MZ061404
MZ145671 iota_MZ145671
MW938227 iota_MW938227
MZ132660 iota_MZ132660
MZ207323 iota_MZ207323
MZ002451 iota_MZ002451
MZ211868 iota_MZ211868
MZ349605 iota_MZ349605
MZ341216 iota_MZ341216
MZ455473.1 iota_MZ455473.1
MZ498901.1 iota_MZ498901.1
MZ056132 iota_MZ056132
MZ073498 iota_MZ073498
MW891991 iota_MW891991
MZ100521 iota_MZ100521
MZ085013 iota_MZ085013
MZ159109 iota_MZ159109
MZ287950 iota_MZ287950
MZ059481 iota_MZ059481
MZ073503 iota_MZ073503
MZ259399 iota_MZ259399
MW903051 iota_MW903051
MZ086421 iota_MZ086421
MW908125 iota_MW908125
MZ182034 iota_MZ182034
MZ260275 iota_MZ260275
MZ210253 iota_MZ210253
MZ167553 iota_MZ167553
MZ257432 iota_MZ257432
MZ022351 iota_MZ022351
MZ298071 iota_MZ298071
MZ451555.1 iota_MZ451555.1
MZ228819 iota_MZ228819
MZ184169 iota_MZ184169
MZ415868.1 iota_MZ415868.1
MZ011715 iota_MZ011715
MZ253385 iota_MZ253385
MZ002644 iota_MZ002644
MZ166965 iota_MZ166965
MZ536111.1 iota_MZ536111.1
MW743283 iota_MW743283
MZ349699 iota_MZ349699
MZ372042 iota_MZ372042
MZ294284 iota_MZ294284
MZ021834 iota_MZ021834
MZ315876 iota_MZ315876
MZ011965 iota_MZ011965
MZ057981 iota_MZ057981
MZ036891 iota_MZ036891
MZ231851 iota_MZ231851
MW768002 iota_MW768002
MZ133220 iota_MZ133220
MZ354166 iota_MZ354166
MZ253041 iota_MZ253041
MZ075480 iota_MZ075480
MZ202133 iota_MZ202133
MZ244687 iota_MZ244687
MW959633 iota_MW959633
MZ068847 iota_MZ068847
MZ145583 iota_MZ145583
MZ154475 iota_MZ154475
MZ237222 iota_MZ237222
MZ090280 iota_MZ090280
MZ006352 iota_MZ006352
MW968908 iota_MW968908
MZ022417 iota_MZ022417
MZ257001 iota_MZ257001
MZ083314 iota_MZ083314
MZ141997 iota_MZ141997
MW943881 iota_MW943881
MZ131086 iota_MZ131086
MZ215435 iota_MZ215435
MZ224471 iota_MZ224471
