MN908947 B.1_MN908947
MW640261 B.1.2_MW640261
MW902381 B.1.1.519_MW902381
MT422807 B.1.595_MT422807
MT184908 B_MT184908
MW945168 R.1_MW945168
MW871116 B.1.234_MW871116
MT539160 B.1.1.25_MT539160
MW941196 B.1.2_MW941196
MW993060 B.1.2_MW993060
MW562274 B.1_MW562274
MZ246466 B.1.1.519_MZ246466
MW525048 B.1.539_MW525048
MW834955 R.1_MW834955
MW731067 B.1.2_MW731067
MZ030022 B.1.1.519_MZ030022
MW490911 B.1.1.135_MW490911
MZ360763 B.1.2_MZ360763
MW972496 B.1.336_MW972496
MW035392 B.1.2_MW035392
MW813795 B.1.1.519_MW813795
MW968737 B.1.429_MW968737
MT334541 B.1.391_MT334541
MW626366 B.1.2_MW626366
MW523800 B.1.2_MW523800
MT940486 B.1.428.1_MT940486
MZ214042 B.1.1.519_MZ214042
MZ260005 B.1.2_MZ260005
MW549859 B.1_MW549859
MT739437 B.1.37_MT739437
MZ259473 B.1.2_MZ259473
MW545204 B.1.2_MW545204
MW593893 B.1_MW593893
MW821765 B.1.596_MW821765
MW518142 B.1.2_MW518142
MW420826 B.1.2_MW420826
MW006569 B.1.287_MW006569
MT263434 A.1_MT263434
MT971515 D.2_MT971515
MW156603 D.2_MW156603
MW944011 B.1.2_MW944011
MZ131795 B.1.1.519_MZ131795
MW783415 B.1.243_MW783415
MT407659 B.1.1_MT407659
MT969848 D.2_MT969848
MW964640 B.1.2_MW964640
MZ013836 B.1.1.519_MZ013836
MW976328 B.1.1.419_MW976328
MW364969 B.1_MW364969
MT558699 B.1_MT558699
MW738832 B.1.1.356_MW738832
MW808760 B.1_MW808760
MT810626 B.1.243_MT810626
MW634917 B.1.2_MW634917
MT873452 B.1_MT873452
MZ475457.1 B.1.2_MZ475457.1
MW851472 B.1.1.519_MW851472
MZ010119 B.1.568_MZ010119
MT451040 B.1_MT451040
MW993045 B.1.243_MW993045
MZ359719 B.1.1.519_MZ359719
MT952609 B.1_MT952609
MT981488 B.1.1.135_MT981488
MW763332 B.1.2_MW763332
MW902621 B.1.596_MW902621
MW190859 B.1_MW190859
MW738151 B.1_MW738151
MW994249 B.1.1.519_MW994249
MW484842 B.1.234_MW484842
MT969495 D.2_MT969495
MZ352221 B.1.1.318_MZ352221
MW634927 B.1.2_MW634927
MZ284525 B.1.596_MZ284525
MW700391 B.1.588_MW700391
MW850002 B.1.577_MW850002
MW666491 B.1.2_MW666491
MT607619 B.1_MT607619
MW566921 B.1.2_MW566921
MZ451511.1 B.1.2_MZ451511.1
MZ153524 B.1.2_MZ153524
MW643438 B.1.2_MW643438
MW228236 B.1.595_MW228236
MT940521 B.1.606_MT940521
MW474223 B.1.369_MW474223
MW707055 B.1_MW707055
MT951960 B.1.37_MT951960
MT614476 A_MT614476
MW888202 B.1.2_MW888202
MW728600 B.1.2_MW728600
MT706441 B.1_MT706441
MW941493 B.1.575_MW941493
MW156605 D.2_MW156605
MW778491 B.1.2_MW778491
MZ233193 B.1.1.519_MZ233193
MT971413 D.2_MT971413
MZ498303.1 B.1.234_MZ498303.1
MT972317 D.2_MT972317
MZ284795 A.2.5_MZ284795
MT326075 B.1_MT326075
MW697057 B.1.2_MW697057
MZ240582 C.36.3_MZ240582
MW246621 B.1.612_MW246621
MW763545 B.1.2_MW763545
MW941639 B.1.2_MW941639
MW964532 B.1.1.519_MW964532
MW855808 B.1.588_MW855808
MW365058 B.1.1.33_MW365058
MW566252 B.1.234_MW566252
MW731050 C.23_MW731050
MW808833 B.1.2_MW808833
MW976141 B.1.575_MW976141
MW767357 B.1.243_MW767357
MW974590 B.1.539_MW974590
MW490944 B.1_MW490944
MZ003714 B.1.1.519_MZ003714
MW454609 B.1.433_MW454609
MW759576 B.1.2_MW759576
MW166150 B.1.1.192_MW166150
MW697906 B.1.2_MW697906
MT971978 D.2_MT971978
MW768050 B.1.234_MW768050
MZ257467 B.1.234_MZ257467
MW550667 B.1.2_MW550667
MW640592 B.1.2_MW640592
MW634604 B.1.1.434_MW634604
MT632550 A.1_MT632550
MT451370 B.1_MT451370
MT997220 B.1.2_MT997220
MW777634 B.1.2_MW777634
MZ202521 B.1.1.519_MZ202521
MW928364 B.1.234_MW928364
MW052636 B.40_MW052636
MW190239 B.1_MW190239
MW921971 B.1.1.519_MW921971
MT628253 A.1_MT628253
MZ239173 B.1.1.519_MZ239173
MT451039 B.1.1_MT451039
MW960480 B.1.2_MW960480
MW586812 B.1.1.518_MW586812
MW064348 B.1_MW064348
MT459842 B.1.1_MT459842
MT970305 D.2_MT970305
MW673016 B.1.1.519_MW673016
MW777632 B.1_MW777632
MZ431902.1 B.1.1.519_MZ431902.1
MZ494423.1 B.1.1.228_MZ494423.1
MW518855 B.1.349_MW518855
MZ214556 B.1.1.519_MZ214556
MW825676 B.1.1.519_MW825676
MZ472640.1 B.1.320_MZ472640.1
MW190823 B.1_MW190823
MW523832 B.1.243_MW523832
MW667201 B.1.2_MW667201
MT451621 A_MT451621
MW942341 B.1.311_MW942341
MW564713 B.1.234_MW564713
MW808631 B.1.2_MW808631
MW064428 B.1_MW064428
MW638213 B.1.2_MW638213
MZ505896.1 A.1_MZ505896.1
MW720318 B.1.2_MW720318
MW777285 B.1.160_MW777285
MT966086 B.1.336_MT966086
MW868914 B.1.544_MW868914
MZ499424.1 B.1.2_MZ499424.1
MT971765 D.3_MT971765
MW891660 B.1.2_MW891660
MW185215 D.2_MW185215
MW891781 B.1.1.519_MW891781
MW870936 B.1.2_MW870936
MT706315 B_MT706315
MW070042 B.1.576_MW070042
MW684203 B.1.311_MW684203
MZ293804 B.1.1.519_MZ293804
MW666267 B.1.2_MW666267
MW454712 B.1.2_MW454712
MW779129 B.1.311_MW779129
MW942198 B.1_MW942198
MW816445 B.1.2_MW816445
MZ013649 B.1.2_MZ013649
MZ071060 B.1.623_MZ071060
MZ497537.1 B.1.2_MZ497537.1
MW593025 B.1.2_MW593025
MW941279 B.1.2_MW941279
MW454756 B.1.2_MW454756
MW863847 B.1.2_MW863847
MT969644 D.2_MT969644
MW837304 B.1.2_MW837304
MZ266464 B.1.36_MZ266464
MT969449 D.2_MT969449
MT810855 B.1_MT810855
MW681404 B.1.2_MW681404
MZ372712 A.2.5.2_MZ372712
MW825818 B.1.2_MW825818
MW539919 B.1_MW539919
MT520180 B.1_MT520180
MT821568 B.1.1_MT821568
MW930403 B.1.2_MW930403
MW154365 D.2_MW154365
MT981095 B.1.451_MT981095
MW689703 B.1.240_MW689703
MW577864 B.1.2_MW577864
MW808608 B.1.1.334_MW808608
MW928149 B.1.2_MW928149
MT252768 B.1_MT252768
MT385463 A.1_MT385463
MT365027 A.1_MT365027
MW065432 B.1_MW065432
MT971948 D.2_MT971948
MW420795 B.1.2_MW420795
MW752941 B.1.596_MW752941
MZ291268 B.1.1.519_MZ291268
MW550198 B.1.561_MW550198
MT293190 A.1_MT293190
MW853561 B.1.1_MW853561
MT345861 B.1.371_MT345861
MW583213 B.1.361_MW583213
MW496101 B.1.2_MW496101
MW669370 B.1.311_MW669370
MZ499837.1 B.1.234_MZ499837.1
MW665593 B.1.1.519_MW665593
MW666196 R.2_MW666196
MW192074 B.1.565_MW192074
MW181593 B.1_MW181593
MT358669 B.1_MT358669
MW065451 B.1_MW065451
MW485137 B.1.243_MW485137
MW888167 B.1.2_MW888167
MZ366642 B.1.2_MZ366642
MZ258917 B.1.2_MZ258917
MW668841 B.1.2_MW668841
MW708547 B.1.2_MW708547
MW173441 B.1.2_MW173441
MW406588 B.1.2_MW406588
MW460619 B.1.234_MW460619
MZ415570.1 B.1.221_MZ415570.1
MW519645 B.1.2_MW519645
MW665679 B.1.1.519_MW665679
MZ313041 B.1.436_MZ313041
MW883329 B.1.243_MW883329
MW902754 R.1_MW902754
MW777568 B.1.1.519_MW777568
MZ433442.1 B.1.1.519_MZ433442.1
MW892744 B.1.234_MW892744
MW550254 B.1.2_MW550254
MW818109 B.1.2_MW818109
MW706727 B.1.2_MW706727
MW562767 B.1.2_MW562767
MT969391 D.2_MT969391
MW640439 B.1.2_MW640439
MZ433211.1 A.28_MZ433211.1
MT704136 B.1.369_MT704136
MT843290 A.3_MT843290
MW518246 B.1.375_MW518246
MW777699 B.1.517_MW777699
MW276696 D.2_MW276696
MW646750 B.1.2_MW646750
MW779081 B.1.2_MW779081
MW556171 B.1.2_MW556171
MW462644 B.1.243_MW462644
MW767332 B.1.2_MW767332
MZ433853.1 B.1.240_MZ433853.1
MW957985 B.1.234_MW957985
MT451446 B.1_MT451446
MW693952 B.1.2_MW693952
MW521777 B.1.453_MW521777
MW706125 B.1.2_MW706125
MZ163915 B.1.1.519_MZ163915
MW421975 B.1.443_MW421975
MW763505 B.1.2_MW763505
MW767294 B.1.1.434_MW767294
MW708840 B.1.2_MW708840
MW687382 B.1.2_MW687382
MW804778 B.1.2_MW804778
MW130866 B_MW130866
MT973110 D.2_MT973110
MW638983 B.1.2_MW638983
MZ164830 B.1.243_MZ164830
MW913361 B.1.258_MW913361
MW288255 B.1.2_MW288255
MW522403 B.1.2_MW522403
MW669373 B.1.234_MW669373
MW813671 B.1.1.519_MW813671
MT972262 D.2_MT972262
MZ412205.1 B.1.1.37_MZ412205.1
MW850722 B.1.243_MW850722
MW634201 B.1.240_MW634201
MZ242209 B.1.596_MZ242209
MW320893 D.2_MW320893
MZ259069 B.1.400_MZ259069
MW739924 B.1.2_MW739924
MW592776 B.1.1.222_MW592776
MZ003721 B.1.596_MZ003721
MW943300 B.1.575_MW943300
MW880586 B.1_MW880586
MW635187 B.1.1.434_MW635187
MZ494112.1 B.1.240_MZ494112.1
MW365104 B.1_MW365104
MW640494 B.1.298_MW640494
MZ214404 B.1.623_MZ214404
MW796022 B.1.561_MW796022
MW720050 B.1.2_MW720050
MW184550 D.2_MW184550
MT971324 D.2_MT971324
MZ171869 B.1.1.519_MZ171869
MT326034 A.1_MT326034
MW079840 B.1.181_MW079840
MT970003 D.2_MT970003
MW064778 B.1.439_MW064778
MW635232 B.1.2_MW635232
MT252731 A_MT252731
MT459912 B.1.1_MT459912
MW629312 B.1.2_MW629312
MT971499 D.2_MT971499
MW792851 B.1.2_MW792851
MZ376841 B.1.1.222_MZ376841
MW733633 B.1.2_MW733633
MZ074872 B.1.2_MZ074872
MZ531357.1 A.2.5_MZ531357.1
MT499190 B.3_MT499190
MZ499923.1 B.1.1.420_MZ499923.1
MW638686 B.1.265_MW638686
MW804852 B.1.517_MW804852
MT706303 B_MT706303
MZ363491.1 B.1_MZ363491.1
MW941607 B.1.517_MW941607
MW420721 B.1.370_MW420721
MW728393 B.1.1.519_MW728393
MZ202455 B.1_MZ202455
MT970889 D.2_MT970889
MZ357792 B.1.2_MZ357792
MW672810 B.1.2_MW672810
MW738645 B.1.595_MW738645
MW703402 B.1.2_MW703402
MW643916 B.1.234_MW643916
MW153444 D.2_MW153444
MW680510 B.1.2_MW680510
MW733425 B.1.2_MW733425
MW781108 B.1.2_MW781108
MZ036962 B.1.429_MZ036962
MW490580 B.1.2_MW490580
MW883320 B.1.564_MW883320
MW966512 B.1.2_MW966512
MT972212 D.2_MT972212
MZ152164 B.1.1.519_MZ152164
MW892357 B.1.2_MW892357
MW929668 B.1.234_MW929668
MW086905 B.1.2_MW086905
MT806769 B.40_MT806769
MW550226 B.1.577_MW550226
MW947570 B.1.2_MW947570
MW559174 B.1.426_MW559174
MT846015 B.1.1.25_MT846015
MW972495 B.1.2_MW972495
MW966013 B.1.1.519_MW966013
MT641596 A.1_MT641596
MT951940 B.1_MT951940
MW766675 B.1.2_MW766675
MW850585 B.1.2_MW850585
MW155564 D.2_MW155564
MW086895 B.1_MW086895
MZ394579.1 B.1.1.306_MZ394579.1
MT334529 B.3_MT334529
MW191416 B.1_MW191416
MW517334 B.1_MW517334
MT810950 B.1.243_MT810950
MW596234 B.1.2_MW596234
MT972047 D.2_MT972047
MW720542 B.1.1.519_MW720542
MT810929 B_MT810929
MW901840 B.1.575_MW901840
MT907515 A.2_MT907515
MW669201 B.1.243_MW669201
MT451430 A.5_MT451430
MW749522 B.1.375_MW749522
MW155257 D.2_MW155257
MW728528 B.1.2_MW728528
MW638359 B.1.243_MW638359
MT811710 B.1_MT811710
MW184513 D.2_MW184513
MW153768 D.2_MW153768
MW704720 B.1.596_MW704720
MT370881 B.1_MT370881
MW669361 B.1.2_MW669361
MT951177 B.1_MT951177
MW276492 B.1.243_MW276492
MZ505956.1 B.1_MZ505956.1
MW813656 B.1.2_MW813656
MW664416 B.1.2_MW664416
MT973271 D.2_MT973271
MT947547 B.1.2_MT947547
MW706648 B.1.2_MW706648
MW863679 B.1.1.434_MW863679
MW993202 B.1.2_MW993202
MZ179297 R.1_MZ179297
MT632959 A.1_MT632959
MW496036 B.1.2_MW496036
MZ489098.1 B.1.1.225_MZ489098.1
MZ471580.1 B.1.2_MZ471580.1
MW780293 B.1.2_MW780293
MZ000781 B.1.2_MZ000781
MT972406 D.2_MT972406
MT451072 B.28_MT451072
MZ489097.1 B.1_MZ489097.1
MW923068 B.1.2_MW923068
MZ151794 B.1.2_MZ151794
MW549740 B.1.241_MW549740
MW861613 B.1.265_MW861613
MT447169 A.6_MT447169
MZ499805.1 B.1.2_MZ499805.1
MW548330 B.1.596_MW548330
MZ430576.1 B.1.108_MZ430576.1
MT973128 D.2_MT973128
MW792907 B.1.2_MW792907
MW989767 B.1.429_MW989767
MW586583 A.2.5_MW586583
MW891808 B.1.2_MW891808
MW155669 D.2_MW155669
MT846477 B.1.332_MT846477
MT958219 B.1.1.464_MT958219
MZ332159 B.1.369_MZ332159
MT520530 B.1_MT520530
MW206050 B.1.301_MW206050
MT252783 A.1_MT252783
MW809256 B.1.577_MW809256
MW703153 B.1.2_MW703153
MT641509 B.1_MT641509
MW191259 B.1.332_MW191259
MW562753 B.1.2_MW562753
MW035960 B.1.1.132_MW035960
MW849050 B.1.2_MW849050
MW778329 B.1.596_MW778329
MT506904 B.1.139_MT506904
MT810773 B.1.245_MT810773
MW758630 B.1.2_MW758630
MW454608 B.1_MW454608
MW850183 B.1.232_MW850183
MW809273 B.1_MW809273
MZ034177 B.1.1.519_MZ034177
MW935492 B.1.2_MW935492
MT452575 A.1_MT452575
MW467464 B_MW467464
MW420343 B.1.2_MW420343
MZ236416 B.1.2_MZ236416
MW206219 B.1.426_MW206219
MW880622 B.1.575_MW880622
MW766863 B.1.2_MW766863
MW586296 B.1.2_MW586296
MW795914 B.1.444_MW795914
MW556191 B.1.375_MW556191
MZ186377 B.1.1.519_MZ186377
MW987722 B.1.243_MW987722
MW903299 B.1.2_MW903299
MZ003162 B.1.1.519_MZ003162
MZ500243.1 C.23_MZ500243.1
MT757066 A_MT757066
MW697890 B.1.1.519_MW697890
MW593250 A.1_MW593250
MW763641 B.1.596_MW763641
MW928256 B.1.2_MW928256
MW825838 B.1.1.316_MW825838
MT451324 B.1_MT451324
MW521700 B.1.612_MW521700
MT470127 B.1.220_MT470127
MT971173 D.2_MT971173
MW191106 B_MW191106
MW638500 B.1.2_MW638500
MT632595 A.1_MT632595
MT969740 D.2_MT969740
MW848033 B.1.234_MW848033
MW941429 R.1_MW941429
MT451474 B.1_MT451474
MW523809 B.1.2_MW523809
MT969717 D.2_MT969717
MZ158860 B.1.1.25_MZ158860
MZ279445 B.1.575_MZ279445
MW849880 B.1.1.519_MW849880
MW545434 B.1.239_MW545434
MW907511 B.1.582_MW907511
MW562720 B.1.2_MW562720
MW524978 B.1.2_MW524978
MT246457 A.1_MT246457
MW487275 B.1.243_MW487275
MT262896 A.1_MT262896
MT326095 B.1.371_MT326095
MW634390 B.1.596_MW634390
MW190587 B.1_MW190587
MT627415 B.1.1_MT627415
MW728402 B.1.2_MW728402
MW777883 B.1.2_MW777883
MZ451617.1 B.1.2_MZ451617.1
MZ059833 B.1.1.316_MZ059833
MW969175 B.1.596_MW969175
MW332237 B.1.1_MW332237
MW731019 B.1.2_MW731019
MW747928 B.1.324_MW747928
MZ373464 B.1.2_MZ373464
MW728514 B.1.2_MW728514
MW855159 B.1.1.519_MW855159
MT451006 B_MT451006
MW808240 B.1.596_MW808240
MT958238 B.1.241_MT958238
MZ471673.1 B.1.2_MZ471673.1
MW666944 B.1.609_MW666944
MW153884 D.2_MW153884
MW035971 B.1.452_MW035971
MZ394232.1 B.1.1.519_MZ394232.1
MW966985 B.1.2_MW966985
MZ500219.1 B.1.2_MZ500219.1
MW766454 B.1.2_MW766454
MW185581 D.2_MW185581
MZ202468 B.1_MZ202468
MW708615 B.1.311_MW708615
MT873458 B.1_MT873458
MW153518 D.2_MW153518
MT892992 B.1_MT892992
MW888101 B.1.596_MW888101
MZ450352.1 B.1.396_MZ450352.1
MW901489 B.1.2_MW901489
MZ470738.1 B.1.2_MZ470738.1
MW763718 B.1.240_MW763718
MT973054 D.2_MT973054
MZ202377 B.1.1.519_MZ202377
MT252782 A.1_MT252782
MW556272 B.1.91_MW556272
MT972511 D.2_MT972511
MW420091 B.1.400_MW420091
MW535187 B.1.110.3_MW535187
MZ472686.1 B.1.516_MZ472686.1
MZ184032 B.1.1.519_MZ184032
MW942389 B.1.2_MW942389
MW523449 B.1.280_MW523449
MW665615 B.1.377_MW665615
MT259264 B.1_MT259264
MZ256133 B.1.575_MZ256133
MW644246 B.1.2_MW644246
MW750153 B.1.517_MW750153
MW321143 D.2_MW321143
MW575574 B.1.2_MW575574
MW804903 B.1.2_MW804903
MZ368207 B.1.2_MZ368207
MW036054 B.1.508_MW036054
MW495240 B.1.2_MW495240
MZ202434 B.1.1.519_MZ202434
MW653523 B.1.1.464_MW653523
MZ412443.1 B.1.160.15_MZ412443.1
MZ413486.1 B.1_MZ413486.1
MZ488264.1 B.1.1.434_MZ488264.1
MT972037 D.2_MT972037
MW638419 B.1.595_MW638419
MW973905 B.1.232_MW973905
MW640120 B.1.243_MW640120
MZ002155 B.1.429_MZ002155
MZ059407 B.1.575_MZ059407
MW593547 B.1.1.291_MW593547
MW846009 B.1.2_MW846009
MZ315443 B.1.1.519_MZ315443
MT820468 B.1_MT820468
MW974511 B.1.305_MW974511
MW420894 B.1_MW420894
MW666762 B.1.1.519_MW666762
MW065048 B.1_MW065048
MW276348 B.1.240_MW276348
MW153750 D.2_MW153750
MZ490232.1 B.1.400_MZ490232.1
MZ023981 B.1.2_MZ023981
MZ283659 B.1.1.519_MZ283659
MT969597 D.2_MT969597
MW976937 B.1.451_MW976937
MW925397 B.1.234_MW925397
MT811186 B.1_MT811186
MW154223 D.2_MW154223
MW709061 B.1.2_MW709061
MW929713 B.1.541_MW929713
MW777511 B.1.110.3_MW777511
MW925673 B.1.2_MW925673
MW958165 B.1.565_MW958165
MT641645 B_MT641645
MT969845 D.2_MT969845
MW411635 B.1.240_MW411635
MW640877 B.1.2_MW640877
MW719642 B.1.2_MW719642
MW783118 B.1.2_MW783118
MW733676 B.1.2_MW733676
MT970818 D.2_MT970818
MZ430785.1 B.1.1.519_MZ430785.1
MW987660 B.1.2_MW987660
MW155651 D.2_MW155651
MW596124 B.1.582_MW596124
MT334540 B.1.166_MT334540
MZ006715 B.1.596_MZ006715
MW986237 R.1_MW986237
MZ089866 B.1.1.228_MZ089866
MT344962 B.11_MT344962
MW210998 B.1.240_MW210998
MZ126705 B.1.1_MZ126705
MW593874 A.1_MW593874
MW665835 B.1.2_MW665835
MT970273 D.2_MT970273
MW708173 B.1.596_MW708173
MW666767 B.1.596_MW666767
MZ257301 B.1.1.222_MZ257301
MT745683 D.2_MT745683
MW738552 B.1.311_MW738552
MZ296513 B.1_MZ296513
MW217299 B.1.2_MW217299
MW944943 R.1_MW944943
MW668589 B.1.2_MW668589
MW941566 B.1.1.434_MW941566
MW340765 B.1.2_MW340765
MW813596 B.1.2_MW813596
MT981463 B.1.1.291_MT981463
MZ045321 B.1.517_MZ045321
MW190408 B.1_MW190408
MW672176 B.1.1_MW672176
MT642415 B.1_MT642415
MW528763 B.1.1.316_MW528763
MZ498795.1 B.1.234_MZ498795.1
MT992739 B.1_MT992739
MW211005 B.1.1.231_MW211005
MT982406 A.1_MT982406
MT676290 B.1_MT676290
MW631787 B.1.2_MW631787
MT326058 B.1.369_MT326058
MT325576 B.1_MT325576
MW778714 B.1.2_MW778714
MT969777 D.2_MT969777
MT627231 A.1_MT627231
MT810897 B.1.241_MT810897
MW197488 B.1.436_MW197488
MW706860 B.1.2_MW706860
MW776767 B.1.2_MW776767
MW891189 B.1.1.519_MW891189
MW733764 B.1.1.519_MW733764
MW903175 B.1.596_MW903175
MZ003335 B.1.2_MZ003335
MW365174 B.1.110_MW365174
MZ430572.1 B.1_MZ430572.1
MW966349 B.1.2_MW966349
MT755887 B.1_MT755887
MZ203124 B.1.1.519_MZ203124
MZ450562.1 B.1.396_MZ450562.1
MW064531 B.1_MW064531
MZ260120 B.1.1.519_MZ260120
MW008579 B.1_MW008579
MW064325 B.1.595_MW064325
MW064341 B.1.284_MW064341
MT806776 B.1.110.3_MT806776
MT641643 B.1_MT641643
MT451076 A.1_MT451076
MW988440 B.1.429_MW988440
MW783338 B.1.1.222_MW783338
MZ021000 B.1.243_MZ021000
MW280476 B.1.451_MW280476
MW669132 B.1.243_MW669132
MW681489 B.1.234_MW681489
MW665693 B.1.2_MW665693
MZ083677 B.1.2_MZ083677
MW944959 R.1_MW944959
MW701276 B.1.311_MW701276
MW669090 B.1.2_MW669090
MZ471702.1 B.1.2_MZ471702.1
MW850259 B.1.2_MW850259
MW191460 A.1_MW191460
MW804994 B.1.2_MW804994
MZ028939 B.1.2_MZ028939
MW021454 B.1.507_MW021454
MZ087796 C.36.3_MZ087796
MW989854 B.1.240_MW989854
MW942269 B.1.2_MW942269
MT772252 B.1_MT772252
MW206263 B.1.274_MW206263
MW730931 B.1.2_MW730931
MZ256325 B.1.2_MZ256325
MW731731 B.1.2_MW731731
MT520184 B.1_MT520184
MW273847 B.1.213_MW273847
MW916461 B.1.349_MW916461
MW944422 B.1.568_MW944422
MW777783 B.1.2_MW777783
MW277483 D.2_MW277483
MW696891 B.1.2_MW696891
MW340783 B.1.240_MW340783
MW825878 B.1.551_MW825878
MZ034658 B.1.2_MZ034658
MW523798 B.1.241_MW523798
MW206506 B_MW206506
MW496103 B.1.2_MW496103
MZ451897.1 B.1.623_MZ451897.1
MW780066 B.1.2_MW780066
MW837309 B.1.2_MW837309
MT972769 D.2_MT972769
MW669454 B.1_MW669454
MW813682 B.1_MW813682
MT470120 B.1_MT470120
MT886382 B.1_MT886382
MW708124 B.1.2_MW708124
MT811008 B.1_MT811008
MT412296 B_MT412296
MT706144 A.1_MT706144
MW853562 B.1.1_MW853562
MZ232407 B.1.2_MZ232407
MT135043 A_MT135043
MW070090 B.1_MW070090
MT451077 B.1_MT451077
MW700449 B.1.234_MW700449
MW733573 B.1.1.519_MW733573
MW681018 B.1.298_MW681018
MZ280530 B.1.1.25_MZ280530
MZ236109 B.1.2_MZ236109
MW708372 B.1.577_MW708372
MW708294 B.1.1.316_MW708294
MW153872 D.2_MW153872
MW783267 B.1.2_MW783267
MW994823 B.1.2_MW994823
MT375467 B.1_MT375467
MT451410 B.1.1_MT451410
MZ059317 B.1.1.222_MZ059317
MW276232 B.1.232_MW276232
MW521806 B.1.1.320_MW521806
MW064658 B.1_MW064658
MW696651 B.1.2_MW696651
MZ158746 B.1.2_MZ158746
MW593486 B.30_MW593486
MW799662 B.1.305_MW799662
MW904322 B.1.2_MW904322
MZ074398 B.1.575_MZ074398
MZ462341.1 B.1.516_MZ462341.1
MZ258999 B.1.575_MZ258999
MZ313121 B.1.1.413_MZ313121
MW672752 B.1.596_MW672752
MZ196175 B.1_MZ196175
MZ505816.1 B.1.1.3_MZ505816.1
MZ151825 B.1.596_MZ151825
MW065173 B.1_MW065173
MZ258934 B.1.2_MZ258934
MW673265 B.1.2_MW673265
MT821715 A.1_MT821715
MZ084285 B.1.596_MZ084285
MW681521 B.1.346_MW681521
MZ415701.1 B.1.160.10_MZ415701.1
MW629176 B.1.1.222_MW629176
MW868413 B.1.568_MW868413
MT642296 B.1_MT642296
MW795994 B.1.596_MW795994
MW989150 B.1.1.519_MW989150
MT846559 B.1.139_MT846559
MW524958 B.1.1.351_MW524958
MW191347 B.1_MW191347
MW882001 B.1.596_MW882001
MZ500750.1 B.1.2_MZ500750.1
MW825375 B.1.2_MW825375
MZ230708 B.1.1.16_MZ230708
MW693820 B.1.1.519_MW693820
MW673338 B.1_MW673338
MW941168 B.1.575_MW941168
MW925571 B.1.2_MW925571
MZ475577.1 B.1.575_MZ475577.1
MT358654 B.1_MT358654
MZ021746 B.1.568_MZ021746
MW868628 B.1.2_MW868628
MW892282 B.1.588_MW892282
MW389604 B.1.1.128_MW389604
MW928177 B.1.2_MW928177
MW228252 B.1.567_MW228252
MW904268 B.1.2_MW904268
MZ236430 B.1.234_MZ236430
MT412330 B.1.314_MT412330
MW460880 B.1.521_MW460880
MT641578 B.1.1_MT641578
MW792588 B.1.240_MW792588
MT607976 B.1.1.175_MT607976
MW548928 B.1.2_MW548928
MW523885 B.1.2_MW523885
MW777732 B.1.2_MW777732
MW759619 B.1.2_MW759619
MZ060824 B.1.1.519_MZ060824
MT066176 B_MT066176
MW763325 B.1.2_MW763325
MW667016 B.1.577_MW667016
MW733393 B.1.2_MW733393
MW728500 B.1.2_MW728500
MW805171 B.1.1.519_MW805171
MT972773 D.2_MT972773
MZ233558 B.1.2_MZ233558
MW706209 B.1.596_MW706209
MW929517 B.1.2_MW929517
MZ215235 B.1.1.519_MZ215235
MZ257821 B.1.623_MZ257821
MT972315 D.2_MT972315
MW666899 B.1.2_MW666899
MT655742 B.1.1.25_MT655742
MW154189 D.2_MW154189
MZ448950.1 B.1.2_MZ448950.1
MW276540 B.1.1.376_MW276540
MZ246496 B.1.1.519_MZ246496
MW669521 B.1.2_MW669521
MW277168 D.2_MW277168
MW635014 B.1.234_MW635014
MW888092 B.1.2_MW888092
MW206162 B.1_MW206162
MT259236 A.1_MT259236
MT834641 B.1_MT834641
MW941900 B.1.575_MW941900
MZ000079 B.1.596_MZ000079
MW705814 B.1.2_MW705814
MW634906 B.1.2_MW634906
MT876607 B.1.1.25_MT876607
MZ279469 B.1.623_MZ279469
MW001914 B.1.399_MW001914
MT971258 D.2_MT971258
MW749943 B.1.2_MW749943
MW837436 B.1.2_MW837436
MW364993 B.1.110_MW364993
MW640871 B.1.596_MW640871
MZ313071 B.1_MZ313071
MW749532 B.1.2_MW749532
MT806798 B.1_MT806798
MZ543415.1 B.1_MZ543415.1
MW642670 B.1.2_MW642670
MZ348899 C.23_MZ348899
MW779420 B.1.1.519_MW779420
MT969940 D.3_MT969940
MW923934 B.1.234_MW923934
MT997979 B.1.595_MT997979
MW708802 B.1.2_MW708802
MW420355 B.1.2_MW420355
MZ259468 B.1.2_MZ259468
MT820471 B.1.1_MT820471
MT786943 B.1.521_MT786943
MW490631 B.1.2_MW490631
MT969756 D.2_MT969756
MW693876 B.1.2_MW693876
MW855683 B.1.2_MW855683
MZ202983 B.1.234_MZ202983
MW599550 B.1.2_MW599550
MW374909 B.1.2_MW374909
MW957993 B.1.324_MW957993
MT632955 B.1_MT632955
MW792629 B.1.2_MW792629
MT252705 B.1.371_MT252705
MW851480 B.1.2_MW851480
MW206187 B.1_MW206187
MZ465661.1 B.1.2_MZ465661.1
MW808642 B.1.2_MW808642
MW345269 B.1.605_MW345269
MW782951 B.1_MW782951
MW731096 B.1.2_MW731096
MW327529 B.1_MW327529
MT997767 B.1.595_MT997767
MZ035836 B.1.575_MZ035836
MW206536 A.3_MW206536
MW719764 B.1.2_MW719764
MW943486 B.1.1.519_MW943486
MW155284 D.2_MW155284
MZ433909.1 B.1_MZ433909.1
MW929692 B.1.2_MW929692
MW816465 B.1.2_MW816465
