	V1	Virus.Strain.Name	Data.Source	Related.ID	Lineage	Nuc.Completeness	Sequence.Length	Sequence.Quality	Quality.Assessment	Host	Sample.Collection.Date	Location	Originating.Lab	Submission.Date	Submitting.Lab	Create.Time	Last.Update.Time	Variant
665	MT614537	SARS-CoV-2/human/USA/NJ-QDX-123/2020	GenBank	EPI_ISL_467874	B.1	Complete	29782	High	0/0/-/-/-	Homo Sapiens	2020-03-13	United States / New Jersey	Quest Diagnostics	2020-06-15	Quest Diagnostics	2020-06-16 04:19:10	2021-03-16 10:46:59	B.1
666	MT614540	SARS-CoV-2/human/USA/NJ-QDX-141/2020	GenBank	EPI_ISL_467877	B.1	Complete	29782	High	0/0/-/-/-	Homo Sapiens	2020-03-15	United States / New Jersey	Quest Diagnostics	2020-06-15	Quest Diagnostics	2020-06-16 04:19:10	2021-03-16 10:46:59	B.1
667	MT614543	SARS-CoV-2/human/USA/NY-QDX-125/2020	GenBank	EPI_ISL_467885	B.1.1	Complete	29782	High	0/0/-/-/-	Homo Sapiens	2020-03-16	United States / New York	Quest Diagnostics	2020-06-15	Quest Diagnostics	2020-06-16 04:19:11	2021-03-16 10:46:59	B.1.1
668	MT614545	SARS-CoV-2/human/USA/NY-QDX-130/2020	GenBank	EPI_ISL_467887	B	Complete	29785	High	0/0/-/-/-	Homo Sapiens	2020-03-16	United States / New York	Quest Diagnostics	2020-06-15	Quest Diagnostics	2020-06-16 04:19:11	2021-03-16 10:46:59	B
669	MT614558	SARS-CoV-2/human/USA/UT-QDX-120/2020	GenBank	EPI_ISL_467911	A.1	Complete	29782	High	0/0/-/-/-	Homo Sapiens	2020-03-13	United States / Utah	Quest Diagnostics	2020-06-15	Quest Diagnostics	2020-06-16 04:19:12	2021-03-16 10:46:59	A.1
670	MT620766	SARS-CoV-2/human/USA/UF-13/2020	GenBank	EPI_ISL_468718	B.1	Complete	29870	High	0/0/-/-/-	Homo sapiens	2020-05-06	United States	 	2020-06-15	Environmental and Global Health, University of Florida, Gainesville, 1225 Center Drive, HPNP Bldg. Room 4155, Gainesville, FL 32610-0188, USA	2020-06-17 04:58:57	2021-03-16 10:46:59	B.1
671	MT627216	SARS-CoV-2/human/USA/WA-S106/2020	GenBank	EPI_ISL_417159	A.1	Complete	29903	High	0/0/-/-/-	Homo sapiens	2020-02-29	United States / Washington / King County	Seattle Flu Study	2020-03-24	Seattle Flu Study	2020-03-25 03:59:53	2021-03-16 10:46:59	A.1
672	MT627221	SARS-CoV-2/human/USA/WA-S62/2020	GenBank	EPI_ISL_417115	A.1	Complete	29903	High	0/0/-/-/-	Homo sapiens	2020-03-03	United States / Washington / Snohomish County	Seattle Flu Study	2020-03-24	Seattle Flu Study	2020-03-25 03:59:52	2021-03-16 10:46:59	A.1
673	MT627226	SARS-CoV-2/human/USA/WA-S96/2020	GenBank	EPI_ISL_417149	A.1	Complete	29903	High	0/0/-/-/-	Homo sapiens	2020-02-28	United States / Washington / King County	Seattle Flu Study	2020-03-24	Seattle Flu Study	2020-03-25 03:59:53	2021-03-16 10:46:59	A.1
674	MT627231	SARS-CoV-2/human/USA/WA-S23/2020	GenBank	EPI_ISL_417076	A.1	Complete	29903	High	0/0/-/-/-	Homo sapiens	2020-03-02	United States / Washington / Snohomish County	Seattle Flu Study	2020-03-24	Seattle Flu Study	2020-03-25 03:59:51	2021-03-16 10:46:59	A.1
675	MT627235	SARS-CoV-2/human/USA/WA-S95/2020	GenBank	EPI_ISL_417148	A.1	Complete	29903	High	0/0/-/-/-	Homo sapiens	2020-02-28	United States / Washington / King County	Seattle Flu Study	2020-03-24	Seattle Flu Study	2020-03-25 03:59:53	2021-03-16 10:46:59	A.1
676	MT627236	SARS-CoV-2/human/USA/WA-S50/2020	GenBank	EPI_ISL_417103	A.1	Complete	29903	High	0/0/-/-/-	Homo sapiens	2020-03-05	United States / Washington / King County	Seattle Flu Study	2020-03-24	Seattle Flu Study	2020-03-25 03:59:52	2021-03-16 10:46:59	A.1
677	MT627238	SARS-CoV-2/human/USA/WA-S76/2020	GenBank	EPI_ISL_417129	A.1	Complete	29903	High	0/0/-/-/-	Homo sapiens	2020-03-05	United States / Washington / King County	Seattle Flu Study	2020-03-24	Seattle Flu Study	2020-03-25 03:59:52	2021-03-16 10:46:59	A.1
678	MT627240	SARS-CoV-2/human/USA/WA-S67/2020	GenBank	EPI_ISL_417120	A.1	Complete	29903	High	0/0/-/-/-	Homo sapiens	2020-03-04	United States / Washington / King County	Seattle Flu Study	2020-03-24	Seattle Flu Study	2020-03-25 03:59:52	2021-03-16 10:46:59	A.1
679	MT627243	SARS-CoV-2/human/USA/WA-S90/2020	GenBank	EPI_ISL_417143	A.1	Complete	29903	High	0/0/-/-/-	Homo sapiens	2020-02-29	United States / Washington / Umatilla County	Seattle Flu Study	2020-03-24	Seattle Flu Study	2020-03-25 03:59:52	2021-03-16 10:46:59	A.1
680	MT627246	SARS-CoV-2/human/USA/WA-S86/2020	GenBank	EPI_ISL_417139	A.1	Complete	29903	High	0/0/-/-/-	Homo sapiens	2020-03-01	United States / Washington / King County	Seattle Flu Study	2020-03-24	Seattle Flu Study	2020-03-25 03:59:52	2021-03-16 10:46:59	A.1
681	MT627258	SARS-CoV-2/human/USA/WA-S94/2020	GenBank	EPI_ISL_417147	A.1	Complete	29903	High	0/0/-/-/-	Homo sapiens	2020-02-28	United States / Washington / Snohomish County	Seattle Flu Study	2020-03-24	Seattle Flu Study	2020-03-25 03:59:53	2021-03-16 10:46:59	A.1
682	MT627260	SARS-CoV-2/human/USA/WA-S49/2020	GenBank	EPI_ISL_417102	A.1	Complete	29903	High	0/0/-/-/-	Homo sapiens	2020-03-04	United States / Washington / King County	Seattle Flu Study	2020-03-24	Seattle Flu Study	2020-03-25 03:59:52	2021-03-16 10:46:59	A.1
683	MT627261	SARS-CoV-2/human/USA/WA-S92/2020	GenBank	EPI_ISL_417145	A.1	Complete	29903	High	0/0/-/-/-	Homo sapiens	2020-02-29	United States / Washington / King County	Seattle Flu Study	2020-03-24	Seattle Flu Study	2020-03-25 03:59:53	2021-03-16 10:46:59	A.1
684	MT627263	SARS-CoV-2/human/USA/WA-S81/2020	GenBank	EPI_ISL_417134	A.1	Complete	29903	High	0/0/-/-/-	Homo sapiens	2020-02-26	United States / Washington / King County	Seattle Flu Study	2020-03-24	Seattle Flu Study	2020-03-25 03:59:52	2021-03-16 10:46:59	A.1
685	MT627266	SARS-CoV-2/human/USA/WA-S28/2020	GenBank	EPI_ISL_417081	A.1	Complete	29903	High	0/0/-/-/-	Homo sapiens	2020-03-02	United States / Washington / Snohomish County	Seattle Flu Study	2020-03-24	Seattle Flu Study	2020-03-25 03:59:51	2021-03-16 10:46:59	A.1
686	MT627268	SARS-CoV-2/human/USA/WA-S114/2020	GenBank	EPI_ISL_417167	A.1	Complete	29903	High	0/0/-/-/-	Homo sapiens	2020-03-05	United States / Washington / Snohomish County	Seattle Flu Study	2020-03-24	Seattle Flu Study	2020-03-25 03:59:53	2021-03-16 10:46:59	A.1
687	MT627272	SARS-CoV-2/human/USA/WA-S24/2020	GenBank	EPI_ISL_417077	A.1	Complete	29903	High	0/0/-/-/-	Homo sapiens	2020-03-02	United States / Washington / Snohomish County	Seattle Flu Study	2020-03-24	Seattle Flu Study	2020-03-25 03:59:51	2021-03-16 10:46:59	A.1
688	MT627280	SARS-CoV-2/human/USA/WA-S29/2020	GenBank	EPI_ISL_417082	A.1	Complete	29903	High	0/0/-/-/-	Homo sapiens	2020-03-02	United States / Washington / Grant County	Seattle Flu Study	2020-03-24	Seattle Flu Study	2020-03-25 03:59:51	2021-03-16 10:46:59	A.1
689	MT627286	SARS-CoV-2/human/USA/WA-S40/2020	GenBank	EPI_ISL_417093	A.1	Complete	29903	High	0/0/-/-/-	Homo sapiens	2020-02-28	United States / Washington / Snohomish County	Seattle Flu Study	2020-03-24	Seattle Flu Study	2020-03-25 03:59:51	2021-03-16 10:46:59	A.1
690	MT627294	SARS-CoV-2/human/USA/WA-S71/2020	GenBank	EPI_ISL_417124	A.1	Complete	29903	High	0/0/-/-/-	Homo sapiens	2020-03-05	United States / Washington / King County	Seattle Flu Study	2020-03-24	Seattle Flu Study	2020-03-25 03:59:52	2021-03-16 10:46:59	A.1
691	MT627295	SARS-CoV-2/human/USA/WA-S42/2020	GenBank	EPI_ISL_417095	A.1	Complete	29903	High	0/0/-/-/-	Homo sapiens	2020-02-28	United States / Washington / King County	Seattle Flu Study	2020-03-24	Seattle Flu Study	2020-03-25 03:59:51	2021-03-16 10:46:59	A.1
692	MT627304	SARS-CoV-2/human/USA/WA-S108/2020	GenBank	EPI_ISL_417161	A.1	Complete	29903	High	0/0/-/-/-	Homo sapiens	2020-02-29	United States / Washington / King County	Seattle Flu Study	2020-03-24	Seattle Flu Study	2020-03-25 03:59:53	2021-03-16 10:46:59	A.1
693	MT627317	SARS-CoV-2/human/USA/WA-S36/2020	GenBank	EPI_ISL_417089	A.1	Complete	29903	High	0/0/-/-/-	Homo sapiens	2020-03-02	United States / Washington	Seattle Flu Study	2020-03-24	Seattle Flu Study	2020-03-25 03:59:51	2021-03-16 10:46:59	A.1
694	MT627415	SARS-CoV-2/human/USA/CA-QDX-97/2020	GenBank	EPI_ISL_468568	B.1.1	Complete	29903	High	0/0/-/-/-	Homo Sapiens	2020-03-13	United States / California	Quest Diagnostics	2020-06-16	Quest Diagnostics	2020-06-17 04:58:55	2021-03-16 10:46:59	B.1.1
695	MT627423	SARS-CoV-2/human/USA/NY-QDX-100/2020	GenBank	EPI_ISL_468576	B.1	Complete	29887	High	0/0/-/-/-	Homo Sapiens	2020-03-12	United States / New York	Quest Diagnostics	2020-06-16	Quest Diagnostics	2020-06-17 04:58:55	2021-03-16 10:46:59	B.1
696	MT627424	SARS-CoV-2/human/USA/NY-QDX-102/2020	GenBank	EPI_ISL_468577	B.1	Complete	29903	High	0/0/-/-/-	Homo Sapiens	2020-03-12	United States / New York	Quest Diagnostics	2020-06-16	Quest Diagnostics	2020-06-17 04:58:55	2021-03-16 10:46:59	B.1
697	MT627425	SARS-CoV-2/human/USA/NY-QDX-105/2020	GenBank	EPI_ISL_468578	B.40	Complete	29893	High	0/0/-/-/-	Homo Sapiens	2020-03-12	United States / New York	Quest Diagnostics	2020-06-16	Quest Diagnostics	2020-06-17 04:58:55	2021-03-16 10:46:59	B.40
698	MT627612	SARS-CoV-2/human/USA/WA-S292/2020	GenBank	EPI_ISL_430146	A.1	Complete	29903	High	0/0/-/-/-	Homo Sapiens	2020-03-05	United States / Washington / King County	Seattle Flu Study	2020-04-26	Seattle Flu Study	2020-04-26 05:32:26	2021-03-16 10:46:59	A.1
699	MT627616	SARS-CoV-2/human/USA/WA-S274/2020	GenBank	EPI_ISL_430128	B.1.371	Complete	29903	High	0/0/-/-/-	Homo Sapiens	2020-03-08	United States / Washington / King County	Seattle Flu Study	2020-04-26	Seattle Flu Study	2020-04-26 05:32:26	2021-03-16 10:46:59	B.1.371
700	MT627622	SARS-CoV-2/human/USA/WA-S293/2020	GenBank	EPI_ISL_430147	B.1	Complete	29903	High	0/0/-/-/-	Homo Sapiens	2020-04-01	United States / Washington	Seattle Flu Study	2020-04-26	Seattle Flu Study	2020-04-26 05:32:26	2021-03-16 10:46:59	B.1
701	MT627625	SARS-CoV-2/human/USA/WA-S281/2020	GenBank	EPI_ISL_430135	A.1	Complete	29903	High	0/0/-/-/-	Homo Sapiens	2020-02-29	United States / Washington / King County	Seattle Flu Study	2020-04-26	Seattle Flu Study	2020-04-26 05:32:26	2021-03-16 10:46:59	A.1
702	MT627635	SARS-CoV-2/human/USA/WA-S286/2020	GenBank	EPI_ISL_430140	A.1	Complete	29903	High	0/0/-/-/-	Homo Sapiens	2020-03-15	United States / Washington / Pierce County	Seattle Flu Study	2020-04-26	Seattle Flu Study	2020-04-26 05:32:26	2021-03-16 10:46:59	A.1
703	MT627636	SARS-CoV-2/human/USA/WA-S273/2020	GenBank	EPI_ISL_430127	A.1	Complete	29903	High	0/0/-/-/-	Homo Sapiens	2020-03-12	United States / Washington / King County	Seattle Flu Study	2020-04-26	Seattle Flu Study	2020-04-26 05:32:26	2021-03-16 10:46:59	A.1
704	MT627750	SARS-CoV-2/human/USA/WA-S606/2020	GenBank	EPI_ISL_438159	A.1	Complete	29859	High	0/0/-/-/-	Homo sapiens	2020-04-20	United States / Washington / King County	 	2020-06-16	University of Washington Medical Center, Seattle Flu Study, 1959 NE Pacific Street, Seattle, WA 98195, USA	2020-06-18 05:54:02	2021-03-16 10:46:59	A.1
705	MT627761	SARS-CoV-2/human/USA/WA-S589/2020	GenBank	EPI_ISL_438142	B.1.371	Complete	29857	High	0/0/-/-/-	Homo sapiens	2020-04-04	United States / Washington / King County	 	2020-06-16	University of Washington Medical Center, Seattle Flu Study, 1959 NE Pacific Street, Seattle, WA 98195, USA	2020-06-18 05:54:02	2021-03-16 10:46:59	B.1.371
706	MT627765	SARS-CoV-2/human/USA/WA-S619/2020	GenBank	EPI_ISL_438172	B.1.371	Complete	29863	High	0/0/-/-/-	Homo sapiens	2020-04-26	United States / Washington / King County	 	2020-06-16	University of Washington Medical Center, Seattle Flu Study, 1959 NE Pacific Street, Seattle, WA 98195, USA	2020-06-18 05:54:03	2021-03-16 10:46:59	B.1.371
707	MT627920	SARS-CoV-2/human/USA/WA-S610/2020	GenBank	EPI_ISL_438163	B.1	Complete	29859	High	0/0/-/-/-	Homo sapiens	2020-04-23	United States / Washington	 	2020-06-16	University of Washington Medical Center, Seattle Flu Study, 1959 NE Pacific Street, Seattle, WA 98195, USA	2020-06-18 05:54:03	2021-03-16 10:46:59	B.1
708	MT628038	SARS-CoV-2/human/USA/WA-S645/2020	GenBank	EPI_ISL_438198	B.1.371	Complete	29868	High	0/0/-/-/-	Homo sapiens	2020-04-17	United States / Washington / Pierce County	 	2020-06-16	University of Washington Medical Center, Seattle Flu Study, 1959 NE Pacific Street, Seattle, WA 98195, USA	2020-06-18 05:54:03	2021-03-16 10:46:59	B.1.371
709	MT628039	SARS-CoV-2/human/USA/WA-S642/2020	GenBank	EPI_ISL_438195	B.1.371	Complete	29868	High	0/0/-/-/-	Homo sapiens	2020-04-19	United States / Washington / Pierce County	 	2020-06-16	University of Washington Medical Center, Seattle Flu Study, 1959 NE Pacific Street, Seattle, WA 98195, USA	2020-06-18 05:54:03	2021-03-16 10:46:59	B.1.371
710	MT628052	SARS-CoV-2/human/USA/WA-S626/2020	GenBank	EPI_ISL_438179	B.1.371	Complete	29868	High	0/0/-/-/-	Homo sapiens	2020-04-18	United States / Washington / Pierce County	 	2020-06-16	University of Washington Medical Center, Seattle Flu Study, 1959 NE Pacific Street, Seattle, WA 98195, USA	2020-06-18 05:54:03	2021-03-16 10:46:59	B.1.371
711	MT628053	SARS-CoV-2/human/USA/WA-S650/2020	GenBank	EPI_ISL_438203	A.1	Complete	29863	High	0/0/-/-/-	Homo sapiens	2020-04-20	United States / Washington / Yakima County	 	2020-06-16	University of Washington Medical Center, Seattle Flu Study, 1959 NE Pacific Street, Seattle, WA 98195, USA	2020-06-18 05:54:03	2021-03-16 10:46:59	A.1
712	MT628057	SARS-CoV-2/human/USA/WA-S660/2020	GenBank	EPI_ISL_438213	B.1.371	Complete	29864	High	0/0/-/-/-	Homo sapiens	2020-04-21	United States / Washington / King County	 	2020-06-16	University of Washington Medical Center, Seattle Flu Study, 1959 NE Pacific Street, Seattle, WA 98195, USA	2020-06-18 05:54:03	2021-03-16 10:46:59	B.1.371
713	MT628092	SARS-CoV-2/human/USA/CA-CZB-1322/2020	GenBank	EPI_ISL_468355	B.1.336	Complete	29896	High	0/0/-/-/-	Homo Sapiens	2020-05-20	United States / California / Santa Clara County	County of Santa Clara Public Health Department	2020-06-16	Chan-Zuckerberg Biohub	2020-06-17 04:58:51	2021-03-16 10:46:59	B.1.336
714	MT628093	SARS-CoV-2/human/USA/CA-CZB-1324/2020	GenBank	EPI_ISL_468356	B.1	Complete	29828	High	0/0/-/-/-	Homo Sapiens	2020-05-21	United States / California / Santa Clara County	County of Santa Clara Public Health Department	2020-06-16	Chan-Zuckerberg Biohub	2020-06-17 04:58:51	2021-03-16 10:46:59	B.1
715	MT628124	SARS-CoV-2/human/USA/CA-CZB-1413/2020	GenBank	EPI_ISL_468388	B.1.320	Complete	29866	High	0/0/-/-/-	Homo Sapiens	2020-03-13	United States / California / San Luis Obispo County	County of San Luis Obispo Public Health Laboratory	2020-06-16	Chan-Zuckerberg Biohub	2020-06-17 04:58:52	2021-03-16 10:46:59	B.1.320
716	MT628138	SARS-CoV-2/human/USA/CA-CZB-1432/2020	GenBank	EPI_ISL_468402	B.1	Complete	29866	High	0/0/-/-/-	Homo Sapiens	2020-03-23	United States / California / San Luis Obispo County	County of San Luis Obispo Public Health Laboratory	2020-06-16	Chan-Zuckerberg Biohub	2020-06-17 04:58:52	2021-03-16 10:46:59	B.1
717	MT628139	SARS-CoV-2/human/USA/CA-CZB-1433/2020	GenBank	EPI_ISL_468403	B.1.1	Complete	29872	High	0/0/-/-/-	Homo Sapiens	2020-03-24	United States / California / San Luis Obispo County	County of San Luis Obispo Public Health Laboratory	2020-06-16	Chan-Zuckerberg Biohub	2020-06-17 04:58:52	2021-03-16 10:46:59	B.1.1
718	MT628141	SARS-CoV-2/human/USA/CA-CZB-1435/2020	GenBank	EPI_ISL_468405	B.1.320	Complete	29866	High	0/0/-/-/-	Homo Sapiens	2020-03-25	United States / California / San Luis Obispo County	County of San Luis Obispo Public Health Laboratory	2020-06-16	Chan-Zuckerberg Biohub	2020-06-17 04:58:52	2021-03-16 10:46:59	B.1.320
719	MT628169	SARS-CoV-2/human/USA/CA-CZB-1484/2020	GenBank	EPI_ISL_468435	B.1.320	Complete	29903	High	0/0/-/-/-	Homo Sapiens	2020-05-01	United States / California / San Luis Obispo County	County of San Luis Obispo Public Health Laboratory	2020-06-16	Chan-Zuckerberg Biohub	2020-06-17 04:58:53	2021-03-16 10:46:59	B.1.320
720	MT628253	SARS-CoV-2/human/USA/CA-CZB-1601/2020	GenBank	EPI_ISL_468530	A.1	Complete	29898	High	0/0/-/-/-	Homo Sapiens	2020-04-02	United States / California / San Joaquin County	San Joaquin County Public Health Lab	2020-06-16	Chan-Zuckerberg Biohub	2020-06-17 04:58:55	2021-03-16 10:46:59	A.1
721	MT628254	SARS-CoV-2/human/USA/CA-CZB-1602/2020	GenBank	EPI_ISL_468531	A.1	Complete	29899	High	0/0/-/-/-	Homo Sapiens	2020-04-01	United States / California / San Joaquin County	San Joaquin County Public Health Lab	2020-06-16	Chan-Zuckerberg Biohub	2020-06-17 04:58:55	2021-03-16 10:46:59	A.1
722	MT628261	SARS-CoV-2/human/USA/CA-CZB-1609/2020	GenBank	EPI_ISL_468538	B.1	Complete	29901	High	0/0/-/-/-	Homo Sapiens	2020-04-07	United States / California / San Joaquin County	San Joaquin County Public Health Lab	2020-06-16	Chan-Zuckerberg Biohub	2020-06-17 04:58:55	2021-03-16 10:46:59	B.1
723	MT628274	SARS-CoV-2/human/USA/CA-CZB-1622/2020	GenBank	EPI_ISL_468551	B.1.453	Complete	29899	High	0/0/-/-/-	Homo Sapiens	2020-05-07	United States / California / San Joaquin County	San Joaquin County Public Health Lab	2020-06-16	Chan-Zuckerberg Biohub	2020-06-17 04:58:55	2021-03-16 10:46:59	B.1.453
724	MT628275	SARS-CoV-2/human/USA/CA-CZB-1623/2020	GenBank	EPI_ISL_468552	B.1.453	Complete	29901	High	0/0/-/-/-	Homo Sapiens	2020-05-07	United States / California / San Joaquin County	San Joaquin County Public Health Lab	2020-06-16	Chan-Zuckerberg Biohub	2020-06-17 04:58:55	2021-03-16 10:46:59	B.1.453
725	MT628701	SARS-CoV-2/human/HKG/case533_VM20005127/2020	GenBank	EPI_ISL_759859	B.1	Complete	29830	High	0/0/-/-/-	Homo sapiens	2020-03-24	China / Hong Kong	 	2020-06-17	School of Public Health, The University of Hong Kong, 21 Sassoon Road, Pokfulam NA, Hong Kong	2021-01-02 12:49:11	2021-03-16 10:46:59	B.1
726	MT630432	SARS-CoV-2/human/SAU/85791C/2020	GenBank	EPI_ISL_469252	B.1.1	Complete	29814	High	0/0/-/-/-	Homo sapiens	2020-03-15	Saudi Arabia / Jeddah	 	2020-06-15	Special Infectious Agents Unit, King Fahd Medical Research Center, King Abdulaziz University, University St, Jeddah, Jeddah 21589, Saudi Arabia	2020-06-18 05:54:04	2021-03-16 10:46:59	B.1.1
727	MT631786	SARS-CoV-2/human/USA/CA-CZB-1650/2020	GenBank	EPI_ISL_468594	B.1.320	Complete	29839	High	0/0/-/-/-	Homo Sapiens	2020-04-18	United States / California / Orange County	Orange County Public Health Lab	2020-06-16	Chan-Zuckerberg Biohub	2020-06-17 04:58:56	2021-03-16 10:46:59	B.1.320
728	MT631808	SARS-CoV-2/human/USA/CA-CZB-1677/2020	GenBank	EPI_ISL_468617	B.1.320	Complete	29825	High	0/0/-/-/-	Homo Sapiens	2020-03-30	United States / California / Contra Costa County	Contra Costa Public Health Lab	2020-06-16	Chan-Zuckerberg Biohub	2020-06-17 04:58:56	2021-03-16 10:46:59	B.1.320
729	MT632498	SARS-CoV-2/human/USA/WA-S197/2020	GenBank	EPI_ISL_430235	B.1.320	Complete	29903	High	0/0/-/-/-	Homo Sapiens	2020-03-20	United States / Washington / Whatcom County	Seattle Flu Study	2020-04-26	Seattle Flu Study	2020-04-26 05:32:27	2021-03-16 10:46:59	B.1.320
730	MT632507	SARS-CoV-2/human/USA/WA-S223/2020	GenBank	EPI_ISL_430261	B.1.320	Complete	29903	High	0/0/-/-/-	Homo Sapiens	2020-03-20	United States / Washington / Whatcom County	Seattle Flu Study	2020-04-26	Seattle Flu Study	2020-04-26 05:32:28	2021-03-16 10:46:59	B.1.320
731	MT632517	SARS-CoV-2/human/USA/WA-S202/2020	GenBank	EPI_ISL_430240	B.1.320	Complete	29903	High	0/0/-/-/-	Homo Sapiens	2020-03-20	United States / Washington / Whatcom County	Seattle Flu Study	2020-04-26	Seattle Flu Study	2020-04-26 05:32:28	2021-03-16 10:46:59	B.1.320
732	MT632548	SARS-CoV-2/human/USA/WA-S238/2020	GenBank	EPI_ISL_430276	A.1	Complete	29903	High	0/0/-/-/-	Homo Sapiens	2020-03-02	United States / Washington / King County	Seattle Flu Study	2020-04-26	Seattle Flu Study	2020-04-26 05:32:29	2021-03-16 10:46:59	A.1
733	MT632550	SARS-CoV-2/human/USA/WA-S185/2020	GenBank	EPI_ISL_430223	A.1	Complete	29903	High	0/0/-/-/-	Homo Sapiens	2020-03-19	United States / Washington	Seattle Flu Study	2020-04-26	Seattle Flu Study	2020-04-26 05:32:27	2021-03-16 10:46:59	A.1
734	MT632582	SARS-CoV-2/human/USA/WA-S137/2020	GenBank	EPI_ISL_430174	A.1	Complete	29903	High	0/0/-/-/-	Homo Sapiens	2020-03-13	United States / Washington / King County	Seattle Flu Study	2020-04-26	Seattle Flu Study	2020-04-26 05:32:27	2021-03-16 10:46:59	A.1
735	MT632583	SARS-CoV-2/human/USA/WA-S200/2020	GenBank	EPI_ISL_430238	A.1	Complete	29903	High	0/0/-/-/-	Homo Sapiens	2020-03-20	United States / Washington / Yakima County	Seattle Flu Study	2020-04-26	Seattle Flu Study	2020-04-26 05:32:28	2021-03-16 10:46:59	A.1
736	MT632585	SARS-CoV-2/human/USA/WA-S247/2020	GenBank	EPI_ISL_430285	A.1	Complete	29903	High	0/0/-/-/-	Homo Sapiens	2020-03-01	United States / Washington / King County	Seattle Flu Study	2020-04-26	Seattle Flu Study	2020-04-26 05:32:29	2021-03-16 10:46:59	A.1
737	MT632591	SARS-CoV-2/human/USA/WA-S145/2020	GenBank	EPI_ISL_430182	A.1	Complete	29903	High	0/0/-/-/-	Homo Sapiens	2020-03-15	United States / Washington / King County	Seattle Flu Study	2020-04-26	Seattle Flu Study	2020-04-26 05:32:27	2021-03-16 10:46:59	A.1
738	MT632595	SARS-CoV-2/human/USA/WA-S139/2020	GenBank	EPI_ISL_430176	A.1	Complete	29903	High	0/0/-/-/-	Homo Sapiens	2020-03-12	United States / Washington / King County	Seattle Flu Study	2020-04-26	Seattle Flu Study	2020-04-26 05:32:27	2021-03-16 10:46:59	A.1
739	MT632610	SARS-CoV-2/human/USA/WA-S130/2020	GenBank	EPI_ISL_430167	A.1	Complete	29903	High	0/0/-/-/-	Homo Sapiens	2020-03-13	United States / Washington / King County	Seattle Flu Study	2020-04-26	Seattle Flu Study	2020-04-26 05:32:26	2021-03-16 10:46:59	A.1
740	MT632613	SARS-CoV-2/human/USA/WA-S125/2020	GenBank	EPI_ISL_430162	A.1	Complete	29903	High	0/0/-/-/-	Homo Sapiens	2020-03-13	United States / Washington / King County	Seattle Flu Study	2020-04-26	Seattle Flu Study	2020-04-26 05:32:26	2021-03-16 10:46:59	A.1
741	MT632621	SARS-CoV-2/human/USA/WA-S144/2020	GenBank	EPI_ISL_430181	A.1	Complete	29903	High	0/0/-/-/-	Homo Sapiens	2020-03-15	United States / Washington / King County	Seattle Flu Study	2020-04-26	Seattle Flu Study	2020-04-26 05:32:27	2021-03-16 10:46:59	A.1
742	MT632629	SARS-CoV-2/human/USA/WA-S300/2020	GenBank	EPI_ISL_430154	B.1.371	Complete	29903	High	0/0/-/-/-	Homo Sapiens	2020-03-25	United States / Washington / King County	Seattle Flu Study	2020-04-26	Seattle Flu Study	2020-04-26 05:32:26	2021-03-16 10:46:59	B.1.371
743	MT632769	SARS-CoV-2/human/USA/WA-S471/2020	GenBank	EPI_ISL_434231	B.1.371	Complete	29903	High	0/0/-/-/-	Homo Sapiens	2020-04-06	United States / Washington / Snohomish County	Seattle Flu Study	2020-04-29	Seattle Flu Study	2020-04-29 22:00:00	2021-03-16 10:46:59	B.1.371
744	MT632796	SARS-CoV-2/human/USA/WA-S462/2020	GenBank	EPI_ISL_434222	B.1	Complete	29903	High	0/0/-/-/-	Homo Sapiens	2020-04-02	United States / Washington / Yakima County	Seattle Flu Study	2020-04-29	Seattle Flu Study	2020-04-29 22:00:00	2021-03-16 10:46:59	B.1
