	Accession.ID	Virus.Strain.Name	Data.Source	Related.ID	Lineage	Nuc.Completeness	Sequence.Length	Sequence.Quality	Quality.Assessment	Host	Sample.Collection.Date	Location	Originating.Lab	Submission.Date	Submitting.Lab	Create.Time	Last.Update.Time	Variant
7961	MW831671	SARS-CoV-2/human/USA/OH-UHTL-354/2021	GenBank	NA	B.1.526	Complete	29893	High	0/0/-/-/-	Homo sapiens	2021-03-22	United States / Ohio	 	2021-03-30	 	2021-04-01 20:52:49	2021-04-01 20:52:49	iota
7967	MW834755	SARS-CoV-2/human/USA/RI-CDCBI-RIDOH_00577/2021	GenBank	EPI_ISL_1407364	B.1.526	Complete	29772	High	0/0/-/-/-	Homo sapiens	2021-02-22	United States / Rhode Island	 	2021-03-31	 	2021-04-01 20:52:49	2021-04-02 06:18:32	iota
7973	MW834842	SARS-CoV-2/human/USA/RI-CDCBI-RIDOH_00778/2021	GenBank	EPI_ISL_1407450	B.1.526	Complete	29816	High	0/0/-/-/-	Homo sapiens	2021-03-02	United States / Rhode Island	 	2021-03-31	 	2021-04-01 20:52:49	2021-04-02 06:18:31	iota
7983	MW835044	SARS-CoV-2/human/USA/RI-CDCBI-RIDOH_00901/2021	GenBank	EPI_ISL_1413544	B.1.526	Complete	29749	High	2/0/-/-/-	Homo sapiens	2021-03-10	United States / Rhode Island	 	2021-03-31	 	2021-04-01 20:52:49	2021-04-02 06:18:31	iota
8120	MW844190	SARS-CoV-2/human/USA/MN-MDH-4404/2021	GenBank	EPI_ISL_1423581	B.1.526	Complete	29772	High	0/0/-/-/-	Homo sapiens	2021-03-18	United States / Minnesota	 	2021-04-01	 	2021-04-08 14:50:38	2021-04-16 16:44:47	iota
8468	MW863019	SARS-CoV-2/human/USA/NJ-CDC-2-4069916/2021	GenBank	NA	B.1.526	Complete	29793	High	0/0/-/-/-	Homo sapiens	2021-03-01	United States / New Jersey	 	2021-04-05	 	2021-04-13 12:30:24	2021-04-13 12:30:24	iota
8480	MW863086	SARS-CoV-2/human/USA/NY-CDC-2-4069928/2021	GenBank	NA	B.1.526	Complete	29832	High	0/2/-/-/-	Homo sapiens	2021-02-14	United States / New York	 	2021-04-05	 	2021-04-13 12:30:24	2021-04-13 12:30:24	iota
8481	MW863090	SARS-CoV-2/human/USA/NJ-CDC-2-4070033/2021	GenBank	NA	B.1.526	Complete	29827	High	0/0/-/-/-	Homo sapiens	2021-03-02	United States / New Jersey	 	2021-04-05	 	2021-04-13 12:30:24	2021-04-13 12:30:24	iota
8688	MW870728	SARS-CoV-2/human/USA/TN-CDC-LC0029863/2021	GenBank	EPI_ISL_1462583	B.1.526	Complete	29704	High	0/0/-/-/-	Homo sapiens	2021-03-16	United States / Tennessee	 	2021-04-06	 	2021-04-13 12:30:25	2021-04-13 12:30:25	iota
8773	MW877777	SARS-CoV-2/human/USA/MN-MDH-4703/2021	GenBank	EPI_ISL_1499714	B.1.526	Complete	29749	High	1/0/-/-/-	Homo sapiens	2021-03-26	United States / Minnesota	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-13 12:30:25	iota
8806	MW880316	SARS-CoV-2/human/USA/NJ-CDC-ASC210015233/2021	GenBank	EPI_ISL_1491754	B.1.526	Complete	29884	High	0/0/-/-/-	Homo sapiens	2021-03-20	United States / New Jersey	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-13 12:30:25	iota
8810	MW880414	SARS-CoV-2/human/USA/UT-CDC-ASC210017076/2021	GenBank	EPI_ISL_1491852	B.1.526	Complete	29884	High	0/0/-/-/-	Homo sapiens	2021-03-23	United States / Utah	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-13 12:30:25	iota
8811	MW880415	SARS-CoV-2/human/USA/NJ-CDC-ASC210017077/2021	GenBank	EPI_ISL_1491853	B.1.526	Complete	29831	High	0/0/-/-/-	Homo sapiens	2021-03-23	United States / New Jersey	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-13 12:30:25	iota
8812	MW880430	SARS-CoV-2/human/USA/NJ-CDC-ASC210017117/2021	GenBank	EPI_ISL_1491868	B.1.526	Complete	29835	High	0/0/-/-/-	Homo sapiens	2021-03-22	United States / New Jersey	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-13 12:30:25	iota
8813	MW880439	SARS-CoV-2/human/USA/NJ-CDC-ASC210017135/2021	GenBank	EPI_ISL_1491877	B.1.526	Complete	29881	High	6/0/-/-/-	Homo sapiens	2021-03-22	United States / New Jersey	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-13 12:30:25	iota
8814	MW880443	SARS-CoV-2/human/USA/NJ-CDC-ASC210017143/2021	GenBank	EPI_ISL_1491881	B.1.526	Complete	29882	High	0/0/-/-/-	Homo sapiens	2021-03-23	United States / New Jersey	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-13 12:30:25	iota
8816	MW880459	SARS-CoV-2/human/USA/NJ-CDC-ASC210017189/2021	GenBank	EPI_ISL_1491897	B.1.526	Complete	29844	High	0/0/-/-/-	Homo sapiens	2021-03-23	United States / New Jersey	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-13 12:30:25	iota
8820	MW880531	SARS-CoV-2/human/USA/MA-CDC-QDX23205465/2021	GenBank	EPI_ISL_1491968	B.1.526	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-03-21	United States / Massachusetts	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-13 12:30:25	iota
8821	MW880547	SARS-CoV-2/human/USA/MI-CDC-QDX23210313/2021	GenBank	EPI_ISL_1491984	B.1.526	Complete	29772	High	0/0/-/-/-	Homo sapiens	2021-03-21	United States / Michigan	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-13 12:30:25	iota
8822	MW880549	SARS-CoV-2/human/USA/NY-CDC-QDX23179641/2021	GenBank	EPI_ISL_1491986	B.1.526	Complete	29772	High	0/0/-/-/-	Homo sapiens	2021-03-22	United States / New York	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-13 12:30:25	iota
8824	MW880567	SARS-CoV-2/human/USA/OH-CDC-QDX23207418/2021	GenBank	EPI_ISL_1492004	B.1.526	Complete	29749	High	0/0/-/-/-	Homo sapiens	2021-03-22	United States / Ohio	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-13 12:30:25	iota
8825	MW880570	SARS-CoV-2/human/USA/CT-CDC-QDX23205192/2021	GenBank	EPI_ISL_1492007	B.1.526	Complete	29772	High	0/0/-/-/-	Homo sapiens	2021-03-21	United States / Connecticut	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-13 12:30:25	iota
8827	MW880581	SARS-CoV-2/human/USA/CT-CDC-QDX23205417/2021	GenBank	EPI_ISL_1492018	B.1.526	Complete	29772	High	0/0/-/-/-	Homo sapiens	2021-03-21	United States / Connecticut	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-13 12:30:25	iota
8828	MW880582	SARS-CoV-2/human/USA/NJ-CDC-QDX23179632/2021	GenBank	EPI_ISL_1492019	B.1.526	Complete	29772	High	0/0/-/-/-	Homo sapiens	2021-03-17	United States / New Jersey	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-13 12:30:25	iota
8831	MW880589	SARS-CoV-2/human/USA/CT-CDC-QDX23205659/2021	GenBank	EPI_ISL_1492026	B.1.526	Complete	29772	High	0/0/-/-/-	Homo sapiens	2021-03-21	United States / Connecticut	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-13 12:30:25	iota
8835	MW880633	SARS-CoV-2/human/USA/MI-CDC-QDX23233378/2021	GenBank	EPI_ISL_1492072	B.1.526	Complete	29772	High	0/0/-/-/-	Homo sapiens	2021-03-23	United States / Michigan	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-13 12:30:25	iota
8837	MW880657	SARS-CoV-2/human/USA/TX-CDC-QDX23213775/2021	GenBank	EPI_ISL_1492136	B.1.526	Complete	29772	High	0/0/-/-/-	Homo sapiens	2021-03-20	United States / Texas	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-13 12:30:25	iota
8838	MW880889	SARS-CoV-2/human/USA/NC-SLPH-0056/2021	GenBank	EPI_ISL_1498121	B.1.526	Complete	29843	High	1/0/-/-/-	Homo sapiens	2021-03-17	United States / North Carolina	 	2021-04-07	 	2021-04-13 12:30:25	2021-04-13 12:30:25	iota
8839	MW881996	SARS-CoV-2/human/USA/VSP0941/2021	GenBank	NA	B.1.526	Complete	29869	High	0/0/-/-/-	Homo sapiens	2021-03-08	United States / Pennsylvania / Philadelphia	 	2021-04-08	 	2021-04-13 12:30:25	2021-04-13 12:30:25	iota
8842	MW882002	SARS-CoV-2/human/USA/VSP0953/2021	GenBank	NA	B.1.526	Complete	29872	High	0/0/-/-/-	Homo sapiens	2021-03-08	United States / Pennsylvania / Philadelphia	 	2021-04-08	 	2021-04-13 12:30:25	2021-04-13 12:30:25	iota
8843	MW882015	SARS-CoV-2/human/USA/VSP0975/2021	GenBank	NA	B.1.526	Complete	29872	High	0/0/-/-/-	Homo sapiens	2021-03-08	United States / Pennsylvania / Philadelphia	 	2021-04-08	 	2021-04-13 12:30:25	2021-04-13 12:30:25	iota
8846	MW882032	SARS-CoV-2/human/USA/VSP0994/2021	GenBank	NA	B.1.526	Complete	29872	High	0/0/-/-/-	Homo sapiens	2021-03-08	United States / Pennsylvania / Philadelphia	 	2021-04-08	 	2021-04-13 12:30:25	2021-04-13 12:30:25	iota
8847	MW882040	SARS-CoV-2/human/USA/VSP1003/2021	GenBank	NA	B.1.526	Complete	29872	High	0/0/-/-/-	Homo sapiens	2021-03-08	United States / Pennsylvania / Philadelphia	 	2021-04-08	 	2021-04-13 12:30:25	2021-04-13 12:30:25	iota
8863	MW883157	SARS-CoV-2/human/USA/SC-COVID21-1089/2021	GenBank	NA	B.1.526	Complete	29862	High	0/0/-/-/-	Homo sapiens	2021-03-16	United States / SC / ALLENDALE	 	2021-04-08	 	2021-04-13 12:30:25	2021-04-13 12:30:25	iota
8895	MW887941	SARS-CoV-2/human/USA/NJ-CDC-2-4080806/2021	GenBank	EPI_ISL_1516174	B.1.526	Complete	29854	High	0/0/-/-/-	Homo sapiens	2021-03-16	United States / NJ	 	2021-04-08	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
8900	MW887973	SARS-CoV-2/human/USA/NY-CDC-2-4084415/2021	GenBank	EPI_ISL_1516206	B.1.526	Complete	29854	High	0/0/-/-/-	Homo sapiens	2021-03-16	United States / NY	 	2021-04-08	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
8911	MW888029	SARS-CoV-2/human/USA/PR-CDC-2-4084417/2021	GenBank	EPI_ISL_1516262	B.1.526	Complete	29857	High	0/0/-/-/-	Homo sapiens	2021-03-10	United States / PR	 	2021-04-08	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
8912	MW888036	SARS-CoV-2/human/USA/SC-CDC-2-4080411/2021	GenBank	EPI_ISL_1516269	B.1.526	Complete	29857	High	0/0/-/-/-	Homo sapiens	2021-03-17	United States / SC	 	2021-04-08	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
8914	MW888058	SARS-CoV-2/human/USA/PA-CDC-2-4080517/2021	GenBank	EPI_ISL_1516291	B.1.526	Complete	29857	High	0/0/-/-/-	Homo sapiens	2021-03-12	United States / PA	 	2021-04-08	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
8923	MW888129	SARS-CoV-2/human/USA/MI-CDC-2-4080717/2021	GenBank	EPI_ISL_1516362	B.1.526	Complete	29838	High	0/0/-/-/-	Homo sapiens	2021-03-15	United States / MI	 	2021-04-08	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
8926	MW888149	SARS-CoV-2/human/USA/RI-CDC-2-4084719/2021	GenBank	EPI_ISL_1516382	B.1.526	Complete	29816	High	0/0/-/-/-	Homo sapiens	2021-03-11	United States / RI	 	2021-04-08	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
8941	MW890554	SARS-CoV-2/human/USA/IL-CDC-QDX23313240/2021	GenBank	EPI_ISL_1511658	B.1.526	Complete	29772	High	0/0/-/-/-	Homo sapiens	2021-03-24	United States / Illinois	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
8942	MW890565	SARS-CoV-2/human/USA/PA-CDC-QDX23320121/2021	GenBank	EPI_ISL_1511669	B.1.526	Complete	29772	High	0/0/-/-/-	Homo sapiens	2021-03-24	United States / Pennsylvania	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
8945	MW890592	SARS-CoV-2/human/USA/MD-CDC-QDX23312937/2021	GenBank	EPI_ISL_1511696	B.1.526	Complete	29772	High	0/0/-/-/-	Homo sapiens	2021-03-25	United States / Maryland	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
8950	MW890632	SARS-CoV-2/human/USA/GA-CDC-QDX23271600/2021	GenBank	EPI_ISL_1511737	B.1.526	Complete	29772	High	0/0/-/-/-	Homo sapiens	2021-03-24	United States / Georgia	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
8953	MW890642	SARS-CoV-2/human/USA/FL-CDC-QDX23271546/2021	GenBank	EPI_ISL_1511747	B.1.526	Complete	29749	High	0/0/-/-/-	Homo sapiens	2021-03-25	United States / Florida	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
8956	MW890665	SARS-CoV-2/human/USA/NY-CDC-QDX23235867/2021	GenBank	EPI_ISL_1511770	B.1.526	Complete	29749	High	0/0/-/-/-	Homo sapiens	2021-03-21	United States / New York	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
8957	MW890674	SARS-CoV-2/human/USA/NY-CDC-QDX23235966/2021	GenBank	EPI_ISL_1511779	B.1.526	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-03-21	United States / New York	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
8958	MW890676	SARS-CoV-2/human/USA/NY-CDC-QDX23235967/2021	GenBank	EPI_ISL_1511781	B.1.526	Complete	29772	High	0/0/-/-/-	Homo sapiens	2021-03-21	United States / New York	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
8959	MW890680	SARS-CoV-2/human/USA/NJ-CDC-QDX23235830/2021	GenBank	EPI_ISL_1511785	B.1.526	Complete	29749	High	0/0/-/-/-	Homo sapiens	2021-03-21	United States / New Jersey	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
8960	MW890684	SARS-CoV-2/human/USA/NY-CDC-QDX23235464/2021	GenBank	EPI_ISL_1511789	B.1.526	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-03-21	United States / New York	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
8961	MW890688	SARS-CoV-2/human/USA/NY-CDC-QDX23235652/2021	GenBank	EPI_ISL_1511793	B.1.526	Complete	29772	High	0/0/-/-/-	Homo sapiens	2021-03-21	United States / New York	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
8963	MW890712	SARS-CoV-2/human/USA/NY-CDC-QDX23235220/2021	GenBank	EPI_ISL_1511817	B.1.526	Complete	29774	High	0/0/-/-/-	Homo sapiens	2021-03-21	United States / New York	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
8964	MW890715	SARS-CoV-2/human/USA/NY-CDC-QDX23235077/2021	GenBank	EPI_ISL_1511820	B.1.526	Complete	29749	High	0/0/-/-/-	Homo sapiens	2021-03-21	United States / New York	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
8965	MW890734	SARS-CoV-2/human/USA/NJ-CDC-QDX23235483/2021	GenBank	EPI_ISL_1511839	B.1.526	Complete	29772	High	0/0/-/-/-	Homo sapiens	2021-03-21	United States / New Jersey	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
8966	MW890735	SARS-CoV-2/human/USA/NJ-CDC-QDX23235599/2021	GenBank	EPI_ISL_1511840	B.1.526	Complete	29772	High	0/0/-/-/-	Homo sapiens	2021-03-21	United States / New Jersey	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
8967	MW890740	SARS-CoV-2/human/USA/MI-CDC-QDX23233259/2021	GenBank	EPI_ISL_1511845	B.1.526	Complete	29771	High	0/0/-/-/-	Homo sapiens	2021-03-23	United States / Michigan	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
8968	MW890743	SARS-CoV-2/human/USA/NY-CDC-QDX23235610/2021	GenBank	EPI_ISL_1511848	B.1.526	Complete	29749	High	0/0/-/-/-	Homo sapiens	2021-03-21	United States / New York	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
8970	MW890747	SARS-CoV-2/human/USA/NY-CDC-QDX23235481/2021	GenBank	EPI_ISL_1511852	B.1.526	Complete	29749	High	0/0/-/-/-	Homo sapiens	2021-03-17	United States / New York	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
8972	MW890752	SARS-CoV-2/human/USA/FL-CDC-QDX23271036/2021	GenBank	EPI_ISL_1511857	B.1.526	Complete	29769	High	0/0/-/-/-	Homo sapiens	2021-03-25	United States / Florida	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
8975	MW890976	SARS-CoV-2/human/USA/FL-CDC-STM-000039902/2021	GenBank	EPI_ISL_1511866	B.1.526	Complete	29815	High	0/0/-/-/-	Homo sapiens	2021-03-19	United States / Florida	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
8983	MW891047	SARS-CoV-2/human/USA/FL-CDC-STM-000040062/2021	GenBank	EPI_ISL_1511938	B.1.526	Complete	29817	High	0/0/-/-/-	Homo sapiens	2021-03-18	United States / Florida	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
8984	MW891054	SARS-CoV-2/human/USA/PA-CDC-STM-000040080/2021	GenBank	EPI_ISL_1511945	B.1.526	Complete	29796	High	0/0/-/-/-	Homo sapiens	2021-03-18	United States / Pennsylvania	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
8986	MW891059	SARS-CoV-2/human/USA/AZ-CDC-STM-000040165/2021	GenBank	EPI_ISL_1511950	B.1.526	Complete	29826	High	0/0/-/-/-	Homo sapiens	2021-03-19	United States / Arizona	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
8990	MW891081	SARS-CoV-2/human/USA/MD-CDC-STM-000040106/2021	GenBank	EPI_ISL_1511972	B.1.526	Complete	29796	High	0/0/-/-/-	Homo sapiens	2021-03-19	United States / Maryland	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
8993	MW891101	SARS-CoV-2/human/USA/FL-CDC-STM-000040443/2021	GenBank	EPI_ISL_1511992	B.1.526	Complete	29818	High	0/0/-/-/-	Homo sapiens	2021-03-19	United States / Florida	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
8995	MW891110	SARS-CoV-2/human/USA/CA-CDC-STM-000040405/2021	GenBank	EPI_ISL_1512001	B.1.526	Complete	29794	High	0/0/-/-/-	Homo sapiens	2021-03-21	United States / California	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
8997	MW891119	SARS-CoV-2/human/USA/NY-CDC-STM-000040470/2021	GenBank	EPI_ISL_1512010	B.1.526	Complete	29821	High	0/0/-/-/-	Homo sapiens	2021-03-19	United States / New York	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
9001	MW891135	SARS-CoV-2/human/USA/PA-CDC-STM-000040511/2021	GenBank	EPI_ISL_1512026	B.1.526	Complete	29818	High	0/0/-/-/-	Homo sapiens	2021-03-20	United States / Pennsylvania	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
9002	MW891138	SARS-CoV-2/human/USA/FL-CDC-STM-000040591/2021	GenBank	EPI_ISL_1512029	B.1.526	Complete	29794	High	0/0/-/-/-	Homo sapiens	2021-03-19	United States / Florida	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
9003	MW891140	SARS-CoV-2/human/USA/MI-CDC-STM-000040536/2021	GenBank	EPI_ISL_1512031	B.1.526	Complete	29798	High	0/0/-/-/-	Homo sapiens	2021-03-20	United States / Michigan	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
9014	MW891201	SARS-CoV-2/human/USA/FL-CDC-STM-000040710/2021	GenBank	EPI_ISL_1512092	B.1.526	Complete	29817	High	0/0/-/-/-	Homo sapiens	2021-03-20	United States / Florida	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
9017	MW891219	SARS-CoV-2/human/USA/MN-CDC-STM-000040729/2021	GenBank	EPI_ISL_1512110	B.1.526	Complete	29821	High	0/0/-/-/-	Homo sapiens	2021-03-20	United States / Minnesota	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
9018	MW891226	SARS-CoV-2/human/USA/FL-CDC-STM-000040723/2021	GenBank	EPI_ISL_1512117	B.1.526	Complete	29821	High	0/0/-/-/-	Homo sapiens	2021-03-20	United States / Florida	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
9023	MW891267	SARS-CoV-2/human/USA/MA-CDC-STM-000040839/2021	GenBank	EPI_ISL_1512158	B.1.526	Complete	29819	High	0/0/-/-/-	Homo sapiens	2021-03-19	United States / Massachusetts	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
9030	MW891291	SARS-CoV-2/human/USA/PA-CDC-STM-000040943/2021	GenBank	EPI_ISL_1512182	B.1.526	Complete	29794	High	0/0/-/-/-	Homo sapiens	2021-03-20	United States / Pennsylvania	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
9032	MW891315	SARS-CoV-2/human/USA/PA-CDC-STM-000040972/2021	GenBank	EPI_ISL_1512207	B.1.526	Complete	29796	High	0/0/-/-/-	Homo sapiens	2021-03-20	United States / Pennsylvania	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
9034	MW891322	SARS-CoV-2/human/USA/FL-CDC-STM-000041089/2021	GenBank	EPI_ISL_1512214	B.1.526	Complete	29810	High	0/0/-/-/-	Homo sapiens	2021-03-19	United States / Florida	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
9039	MW891344	SARS-CoV-2/human/USA/FL-CDC-STM-000041038/2021	GenBank	EPI_ISL_1512236	B.1.526	Complete	29796	High	0/0/-/-/-	Homo sapiens	2021-03-20	United States / Florida	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
9041	MW891352	SARS-CoV-2/human/USA/MA-CDC-STM-000041040/2021	GenBank	EPI_ISL_1512244	B.1.526	Complete	29816	High	0/0/-/-/-	Homo sapiens	2021-03-20	United States / Massachusetts	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
9046	MW891388	SARS-CoV-2/human/USA/MI-CDC-STM-000041543/2021	GenBank	EPI_ISL_1512280	B.1.526	Complete	29820	High	0/0/-/-/-	Homo sapiens	2021-03-21	United States / Michigan	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
9047	MW891397	SARS-CoV-2/human/USA/VA-CDC-STM-000041545/2021	GenBank	EPI_ISL_1512289	B.1.526	Complete	29826	High	0/0/-/-/-	Homo sapiens	2021-03-21	United States / Virginia	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
9049	MW891400	SARS-CoV-2/human/USA/DE-CDC-STM-000041538/2021	GenBank	EPI_ISL_1512292	B.1.526	Complete	29796	High	0/0/-/-/-	Homo sapiens	2021-03-21	United States / Delaware	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
9050	MW891418	SARS-CoV-2/human/USA/PA-CDC-STM-000041650/2021	GenBank	EPI_ISL_1512310	B.1.526	Complete	29819	High	0/0/-/-/-	Homo sapiens	2021-03-21	United States / Pennsylvania	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
9051	MW891423	SARS-CoV-2/human/USA/MA-CDC-STM-000041643/2021	GenBank	EPI_ISL_1512315	B.1.526	Complete	29797	High	0/0/-/-/-	Homo sapiens	2021-03-21	United States / Massachusetts	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
9052	MW891431	SARS-CoV-2/human/USA/FL-CDC-STM-000041692/2021	GenBank	EPI_ISL_1512323	B.1.526	Complete	29823	High	0/0/-/-/-	Homo sapiens	2021-03-21	United States / Florida	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
9061	MW891461	SARS-CoV-2/human/USA/PA-CDC-STM-000041743/2021	GenBank	EPI_ISL_1512353	B.1.526	Complete	29822	High	0/0/-/-/-	Homo sapiens	2021-03-23	United States / Pennsylvania	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
9063	MW891465	SARS-CoV-2/human/USA/PA-CDC-STM-000041744/2021	GenBank	EPI_ISL_1512357	B.1.526	Complete	29817	High	0/0/-/-/-	Homo sapiens	2021-03-23	United States / Pennsylvania	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
9066	MW891494	SARS-CoV-2/human/USA/CA-CDC-STM-000041828/2021	GenBank	EPI_ISL_1512386	B.1.526	Complete	29809	High	0/0/-/-/-	Homo sapiens	2021-03-24	United States / California	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
9067	MW891500	SARS-CoV-2/human/USA/FL-CDC-STM-000041806/2021	GenBank	EPI_ISL_1512392	B.1.526	Complete	29820	High	0/0/-/-/-	Homo sapiens	2021-03-23	United States / Florida	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
9069	MW891558	SARS-CoV-2/human/USA/PA-CDC-ASC210015539/2021	GenBank	EPI_ISL_1513148	B.1.526	Complete	29863	High	0/0/-/-/-	Homo sapiens	2021-03-22	United States / Pennsylvania	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
9070	MW891559	SARS-CoV-2/human/USA/PA-CDC-ASC210015540/2021	GenBank	EPI_ISL_1513149	B.1.526	Complete	29863	High	0/0/-/-/-	Homo sapiens	2021-03-22	United States / Pennsylvania	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
9074	MW891636	SARS-CoV-2/human/USA/FL-CDC-ASC210016966/2021	GenBank	EPI_ISL_1513226	B.1.526	Complete	29854	High	0/0/-/-/-	Homo sapiens	2021-03-23	United States / Florida	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
9077	MW891667	SARS-CoV-2/human/USA/NY-CDC-ASC210016179/2021	GenBank	EPI_ISL_1513257	B.1.526	Complete	29849	High	0/0/-/-/-	Homo sapiens	2021-03-22	United States / New York	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
9079	MW891723	SARS-CoV-2/human/USA/NJ-CDC-ASC210016665/2021	GenBank	EPI_ISL_1513313	B.1.526	Complete	29854	High	0/0/-/-/-	Homo sapiens	2021-03-22	United States / New Jersey	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
9080	MW891725	SARS-CoV-2/human/USA/MA-CDC-ASC210016675/2021	GenBank	EPI_ISL_1513315	B.1.526	Complete	29839	High	0/0/-/-/-	Homo sapiens	2021-03-23	United States / Massachusetts	 	2021-04-09	 	2021-04-19 09:58:49	2021-04-19 09:58:49	iota
