MZ535931.1 alpha_MZ535931.1
MZ354302 alpha_MZ354302
MW904594 alpha_MW904594
MZ024402 alpha_MZ024402
MZ451819.1 alpha_MZ451819.1
MZ570820.1 alpha_MZ570820.1
MW807857 alpha_MW807857
MZ006093 alpha_MZ006093
MZ032814 alpha_MZ032814
MZ168253 alpha_MZ168253
MW914073 alpha_MW914073
MZ184667 alpha_MZ184667
MZ304860 alpha_MZ304860
MZ008844 alpha_MZ008844
MZ156604 alpha_MZ156604
MZ210788 alpha_MZ210788
MZ083242 alpha_MZ083242
MZ023688 alpha_MZ023688
MZ295076 alpha_MZ295076
MW994168 alpha_MW994168
MZ320066 alpha_MZ320066
MZ076276 alpha_MZ076276
MZ009347 alpha_MZ009347
MZ167104 alpha_MZ167104
MZ278354 alpha_MZ278354
MZ069537 alpha_MZ069537
MZ085158 alpha_MZ085158
MZ319258 alpha_MZ319258
MZ000863 alpha_MZ000863
MZ349407 alpha_MZ349407
MZ211966 alpha_MZ211966
FR992965 alpha_FR992965
MW990650 alpha_MW990650
MZ254226 alpha_MZ254226
MZ035008 alpha_MZ035008
MZ308430 alpha_MZ308430
MW991337 alpha_MW991337
MZ192518 alpha_MZ192518
MZ287915 alpha_MZ287915
MZ415865.1 alpha_MZ415865.1
MZ143494 alpha_MZ143494
MZ166206 alpha_MZ166206
MZ215184 alpha_MZ215184
MZ238503 alpha_MZ238503
MZ498051.1 alpha_MZ498051.1
MZ152177 alpha_MZ152177
MZ228371 alpha_MZ228371
MW993747 alpha_MW993747
MZ082710 alpha_MZ082710
MZ083357 alpha_MZ083357
MZ131303 alpha_MZ131303
MZ254237 alpha_MZ254237
MZ154069 alpha_MZ154069
MZ532435.1 alpha_MZ532435.1
FR993231 alpha_FR993231
MZ015383 alpha_MZ015383
MZ149866 alpha_MZ149866
MZ394074 alpha_MZ394074
MW905222 alpha_MW905222
MZ271639 alpha_MZ271639
MZ009090 alpha_MZ009090
MZ145568 alpha_MZ145568
MZ036562 alpha_MZ036562
MZ282839 alpha_MZ282839
MZ539250.1 alpha_MZ539250.1
MW865223 alpha_MW865223
MW905408 alpha_MW905408
MZ244640 alpha_MZ244640
MZ264351 alpha_MZ264351
FR990345 alpha_FR990345
MZ401824.1 alpha_MZ401824.1
MZ455494.1 alpha_MZ455494.1
MZ415117.1 alpha_MZ415117.1
MW992875 alpha_MW992875
MZ184407 alpha_MZ184407
MZ278780 alpha_MZ278780
MZ315684 alpha_MZ315684
MW908384 alpha_MW908384
MZ512698.1 alpha_MZ512698.1
MZ166862 alpha_MZ166862
MZ060748 alpha_MZ060748
MZ024923 alpha_MZ024923
MW963967 alpha_MW963967
MZ337136 alpha_MZ337136
MW769729 alpha_MW769729
MZ246664 alpha_MZ246664
MZ212683 alpha_MZ212683
MW930044 alpha_MW930044
MZ034264 alpha_MZ034264
MZ070236 alpha_MZ070236
MZ358564 alpha_MZ358564
MZ132307 alpha_MZ132307
MZ184726 alpha_MZ184726
FR992625 alpha_FR992625
MZ432413.1 alpha_MZ432413.1
MZ461078.1 alpha_MZ461078.1
MZ011157 alpha_MZ011157
MW796728 alpha_MW796728
MW905075 alpha_MW905075
MZ296230 alpha_MZ296230
MZ023245 alpha_MZ023245
MZ212298 alpha_MZ212298
MZ415471.1 alpha_MZ415471.1
MZ212936 alpha_MZ212936
MZ213339 alpha_MZ213339
MZ243362 alpha_MZ243362
MZ278854 alpha_MZ278854
MZ278798 alpha_MZ278798
MZ186690 alpha_MZ186690
MZ283828 alpha_MZ283828
MW914240 alpha_MW914240
MZ438612.1 alpha_MZ438612.1
MZ201575 alpha_MZ201575
MW662142 alpha_MW662142
MZ006874 alpha_MZ006874
MZ402475.1 alpha_MZ402475.1
MW989274 alpha_MW989274
MZ131188 alpha_MZ131188
MZ001911 alpha_MZ001911
MZ431969.1 alpha_MZ431969.1
MW904045 alpha_MW904045
MW938593 alpha_MW938593
MZ378075 alpha_MZ378075
MZ172149 alpha_MZ172149
MZ201446 alpha_MZ201446
MZ217852 alpha_MZ217852
MW865284 alpha_MW865284
MZ140811 alpha_MZ140811
MZ180436 alpha_MZ180436
MZ210948 alpha_MZ210948
MZ492685.1 alpha_MZ492685.1
MW904670 alpha_MW904670
MZ085047 alpha_MZ085047
MZ554778.1 alpha_MZ554778.1
MZ085700 alpha_MZ085700
MZ316081 alpha_MZ316081
MW907632 alpha_MW907632
MZ184691 alpha_MZ184691
MZ192544 alpha_MZ192544
MZ283056 alpha_MZ283056
MW964953 alpha_MW964953
MW586599 alpha_MW586599
MZ238303 alpha_MZ238303
MW873998 alpha_MW873998
MZ304854 alpha_MZ304854
MZ024909 alpha_MZ024909
MZ058212 alpha_MZ058212
MZ173170 alpha_MZ173170
MZ212565 alpha_MZ212565
MW968099 alpha_MW968099
MW968220 alpha_MW968220
MZ337157 alpha_MZ337157
MZ181020 alpha_MZ181020
MZ341340 alpha_MZ341340
MW912206 alpha_MW912206
MZ035157 alpha_MZ035157
MZ009976 alpha_MZ009976
MZ351739 alpha_MZ351739
MW721342 alpha_MW721342
MZ432321.1 alpha_MZ432321.1
MZ240711 alpha_MZ240711
MZ181148 alpha_MZ181148
MZ288376 alpha_MZ288376
MZ212783 alpha_MZ212783
MZ187847 alpha_MZ187847
FR990847 alpha_FR990847
MZ170594 alpha_MZ170594
MZ449065.1 alpha_MZ449065.1
FR990496 alpha_FR990496
MZ073610 alpha_MZ073610
MZ009923 alpha_MZ009923
MZ172873 alpha_MZ172873
MW807962 alpha_MW807962
MZ030610 alpha_MZ030610
MZ192597 alpha_MZ192597
MZ187878 alpha_MZ187878
MZ006578 alpha_MZ006578
MZ154313 alpha_MZ154313
MW869229 alpha_MW869229
MZ308141 alpha_MZ308141
MZ228696 alpha_MZ228696
MZ261928 alpha_MZ261928
MZ034325 alpha_MZ034325
MZ491566.1 alpha_MZ491566.1
MW909181 alpha_MW909181
MZ455264.1 alpha_MZ455264.1
MZ283106 alpha_MZ283106
MZ368142 alpha_MZ368142
MZ386586 alpha_MZ386586
MZ410096.1 alpha_MZ410096.1
MZ340560 alpha_MZ340560
MZ358624 alpha_MZ358624
MW844693 alpha_MW844693
MW907255 alpha_MW907255
MZ538186.1 alpha_MZ538186.1
MZ288371 alpha_MZ288371
MZ432603.1 alpha_MZ432603.1
FR992034 alpha_FR992034
MW907687 alpha_MW907687
MZ075680 alpha_MZ075680
MZ207493 alpha_MZ207493
MZ308407 alpha_MZ308407
MZ006091 alpha_MZ006091
MZ213626 alpha_MZ213626
MZ315959 alpha_MZ315959
MW968586 alpha_MW968586
MZ011846 alpha_MZ011846
MW807920 alpha_MW807920
MZ179574 alpha_MZ179574
MZ433729.1 alpha_MZ433729.1
MZ159210 alpha_MZ159210
MW932018 alpha_MW932018
MW840951 alpha_MW840951
MZ211631 alpha_MZ211631
MZ034905 alpha_MZ034905
MZ392041 alpha_MZ392041
MZ006570 alpha_MZ006570
MZ213461 alpha_MZ213461
MZ058809 alpha_MZ058809
MZ244713 alpha_MZ244713
MZ497618.1 alpha_MZ497618.1
MW842388 alpha_MW842388
MW729263 alpha_MW729263
MZ039052 alpha_MZ039052
HG997144 alpha_HG997144
MW869720 alpha_MW869720
MZ368198 alpha_MZ368198
MZ266814 alpha_MZ266814
MZ211789 alpha_MZ211789
MZ192333 alpha_MZ192333
MZ172160 alpha_MZ172160
MZ555847.1 alpha_MZ555847.1
MZ436876.1 alpha_MZ436876.1
MZ083337 alpha_MZ083337
MZ451737.1 alpha_MZ451737.1
MZ308165 alpha_MZ308165
MZ490142.1 alpha_MZ490142.1
MZ140663 alpha_MZ140663
MZ287888 alpha_MZ287888
MZ236764 alpha_MZ236764
MZ306086 alpha_MZ306086
MZ390467 alpha_MZ390467
MW791664 alpha_MW791664
MZ131085 alpha_MZ131085
MZ290872 alpha_MZ290872
MZ306724 alpha_MZ306724
MZ384275 alpha_MZ384275
MZ212162 alpha_MZ212162
MZ535021.1 alpha_MZ535021.1
MZ168179 alpha_MZ168179
MZ434341.1 alpha_MZ434341.1
FR993780 alpha_FR993780
MZ497691.1 alpha_MZ497691.1
MZ188725 alpha_MZ188725
MZ030098 alpha_MZ030098
MZ288084 alpha_MZ288084
MZ083708 alpha_MZ083708
MZ237569 alpha_MZ237569
MZ238634 alpha_MZ238634
MZ377448 alpha_MZ377448
MW964163 alpha_MW964163
MZ142669 alpha_MZ142669
MZ282566 alpha_MZ282566
MZ499178.1 alpha_MZ499178.1
MZ184497 alpha_MZ184497
MZ168362 alpha_MZ168362
MZ075731 alpha_MZ075731
MZ145603 alpha_MZ145603
MZ530834.1 alpha_MZ530834.1
MW963563 alpha_MW963563
MZ189109 alpha_MZ189109
MW842130 alpha_MW842130
MZ372310 alpha_MZ372310
MW914179 alpha_MW914179
FR993757 alpha_FR993757
MZ257617 alpha_MZ257617
MZ363298 alpha_MZ363298
MZ074736 alpha_MZ074736
MW963404 alpha_MW963404
MZ085601 alpha_MZ085601
MZ271454 alpha_MZ271454
MZ267481 alpha_MZ267481
MW869522 alpha_MW869522
MZ060460 alpha_MZ060460
MZ018126 alpha_MZ018126
MZ058782 alpha_MZ058782
MZ284077 alpha_MZ284077
MZ059587 alpha_MZ059587
MZ271710 alpha_MZ271710
MW689688 alpha_MW689688
MW908468 alpha_MW908468
MZ194403 alpha_MZ194403
MZ471998.1 alpha_MZ471998.1
MZ404478.1 alpha_MZ404478.1
MZ024688 alpha_MZ024688
MZ280316 alpha_MZ280316
MZ010840 alpha_MZ010840
FR992998 alpha_FR992998
MZ007077 alpha_MZ007077
MW989044 alpha_MW989044
MZ013657 alpha_MZ013657
MZ153765 alpha_MZ153765
MZ201616 alpha_MZ201616
MZ153879 alpha_MZ153879
MZ163468 alpha_MZ163468
MZ337368 alpha_MZ337368
MW993298 alpha_MW993298
MZ455319.1 alpha_MZ455319.1
MW988411 alpha_MW988411
MZ025559 alpha_MZ025559
MZ082756 alpha_MZ082756
MW877293 alpha_MW877293
MZ161233 alpha_MZ161233
MZ321775 alpha_MZ321775
MW869272 alpha_MW869272
MZ388260 alpha_MZ388260
MZ371272 alpha_MZ371272
MZ414877.1 alpha_MZ414877.1
MZ006926 alpha_MZ006926
MZ415217.1 alpha_MZ415217.1
MW912534 alpha_MW912534
MZ076166 alpha_MZ076166
FR992310 alpha_FR992310
MZ238839 alpha_MZ238839
MZ432410.1 alpha_MZ432410.1
MW904509 alpha_MW904509
MZ331235 alpha_MZ331235
MW849643 alpha_MW849643
MZ003311 alpha_MZ003311
MZ315951 alpha_MZ315951
MZ535049.1 alpha_MZ535049.1
MZ294286 alpha_MZ294286
MZ193726 alpha_MZ193726
MZ512803.1 alpha_MZ512803.1
MZ538713.1 alpha_MZ538713.1
MW865250 alpha_MW865250
MZ193991 alpha_MZ193991
MZ179948 alpha_MZ179948
MW932587 alpha_MW932587
MZ037128 alpha_MZ037128
MZ060727 alpha_MZ060727
MZ071669 alpha_MZ071669
MZ384368 alpha_MZ384368
MZ499558.1 alpha_MZ499558.1
MZ331165 alpha_MZ331165
MZ254124 alpha_MZ254124
MZ069645 alpha_MZ069645
MZ048092 alpha_MZ048092
MZ433960.1 alpha_MZ433960.1
MZ530144.1 alpha_MZ530144.1
MZ454471.1 alpha_MZ454471.1
MW844364 alpha_MW844364
MW906039 alpha_MW906039
MW914243 alpha_MW914243
MZ181181 alpha_MZ181181
MZ238488 alpha_MZ238488
MZ260754 alpha_MZ260754
MZ036942 alpha_MZ036942
MZ143526 alpha_MZ143526
MZ253655 alpha_MZ253655
MZ283478 alpha_MZ283478
MZ321358 alpha_MZ321358
MZ282686 alpha_MZ282686
MW967739 alpha_MW967739
MZ164409 alpha_MZ164409
MZ291328 alpha_MZ291328
MZ086087 alpha_MZ086087
MZ366634 alpha_MZ366634
MZ045245 alpha_MZ045245
MZ454466.1 alpha_MZ454466.1
MZ084620 alpha_MZ084620
MZ342076 alpha_MZ342076
MZ211100 alpha_MZ211100
MZ321721 alpha_MZ321721
MZ237360 alpha_MZ237360
MZ000895 alpha_MZ000895
MZ163261 alpha_MZ163261
MW965166 alpha_MW965166
MZ188546 alpha_MZ188546
MW931223 alpha_MW931223
MZ566114.1 alpha_MZ566114.1
MZ029180 alpha_MZ029180
MZ025645 alpha_MZ025645
MZ154632 alpha_MZ154632
MZ085496 alpha_MZ085496
MZ455990.1 alpha_MZ455990.1
MZ375552 alpha_MZ375552
MZ025871 alpha_MZ025871
MZ146216 alpha_MZ146216
MZ143464 alpha_MZ143464
MZ244388 alpha_MZ244388
MZ260788 alpha_MZ260788
MZ386364 alpha_MZ386364
MZ390416 alpha_MZ390416
MZ184714 alpha_MZ184714
MW912181 alpha_MW912181
FR992854 alpha_FR992854
FR992389 alpha_FR992389
MW894197 alpha_MW894197
MZ131832 alpha_MZ131832
MZ311149 alpha_MZ311149
MZ056298 alpha_MZ056298
MZ375654 alpha_MZ375654
MZ469327.1 alpha_MZ469327.1
MZ470783.1 alpha_MZ470783.1
MZ290288 alpha_MZ290288
MW842096 alpha_MW842096
MZ415263.1 alpha_MZ415263.1
MZ073178 alpha_MZ073178
MZ150546 alpha_MZ150546
MZ132484 alpha_MZ132484
MW989100 alpha_MW989100
MZ068756 alpha_MZ068756
MW988932 alpha_MW988932
MZ240018 alpha_MZ240018
MW803373 alpha_MW803373
MZ101265 alpha_MZ101265
MZ498195.1 alpha_MZ498195.1
MZ090311 alpha_MZ090311
MZ187952 alpha_MZ187952
MZ341379 alpha_MZ341379
MW804736 alpha_MW804736
MW803648 alpha_MW803648
MZ210934 alpha_MZ210934
MZ001907 alpha_MZ001907
MZ192723 alpha_MZ192723
MZ275061 alpha_MZ275061
MW987805 alpha_MW987805
MZ060752 alpha_MZ060752
MZ187007 alpha_MZ187007
MZ455388.1 alpha_MZ455388.1
MZ512930.1 alpha_MZ512930.1
MZ060813 alpha_MZ060813
MW863916 alpha_MW863916
MZ131930 alpha_MZ131930
MW968447 alpha_MW968447
MZ084271 alpha_MZ084271
MZ184080 alpha_MZ184080
MZ255533 alpha_MZ255533
MW803496 alpha_MW803496
MW840406 alpha_MW840406
MW914147 alpha_MW914147
MW988635 alpha_MW988635
MZ434462.1 alpha_MZ434462.1
MZ170412 alpha_MZ170412
HG997032 alpha_HG997032
MZ039266 alpha_MZ039266
MZ538724.1 alpha_MZ538724.1
MZ163836 alpha_MZ163836
MZ342354 alpha_MZ342354
MZ163998 alpha_MZ163998
MZ275149 alpha_MZ275149
MZ281692 alpha_MZ281692
MZ498887.1 alpha_MZ498887.1
MZ538008.1 alpha_MZ538008.1
MZ025844 alpha_MZ025844
MZ451828.1 alpha_MZ451828.1
MZ415931.1 alpha_MZ415931.1
MW966806 alpha_MW966806
MZ252820 alpha_MZ252820
MZ290341 alpha_MZ290341
MZ544816.1 alpha_MZ544816.1
MZ141262 alpha_MZ141262
MZ412335.1 alpha_MZ412335.1
MZ535129.1 alpha_MZ535129.1
MZ035306 alpha_MZ035306
MW931063 alpha_MW931063
MZ188658 alpha_MZ188658
MZ142394 alpha_MZ142394
MZ225698 alpha_MZ225698
MW758984 alpha_MW758984
MZ213567 alpha_MZ213567
MZ217433 alpha_MZ217433
MZ001325 alpha_MZ001325
MZ261510 alpha_MZ261510
MW990682 alpha_MW990682
MZ086636 alpha_MZ086636
MZ187685 alpha_MZ187685
MZ566275.1 alpha_MZ566275.1
MZ206951 alpha_MZ206951
MZ152339 alpha_MZ152339
MZ454788.1 alpha_MZ454788.1
MZ034238 alpha_MZ034238
MZ415030.1 alpha_MZ415030.1
MZ153782 alpha_MZ153782
MZ133062 alpha_MZ133062
MZ462701.1 alpha_MZ462701.1
MZ499157.1 alpha_MZ499157.1
MZ255947 alpha_MZ255947
MZ132116 alpha_MZ132116
MZ023899 alpha_MZ023899
MZ211821 alpha_MZ211821
MZ284607 alpha_MZ284607
MZ013331 alpha_MZ013331
MZ013453 alpha_MZ013453
MZ414411.1 alpha_MZ414411.1
MZ141573 alpha_MZ141573
MW907615 alpha_MW907615
MW964173 alpha_MW964173
MZ376579 alpha_MZ376579
MZ172000 alpha_MZ172000
MW905787 alpha_MW905787
MZ278704 alpha_MZ278704
MZ161345 alpha_MZ161345
MZ003461 alpha_MZ003461
MZ281387 alpha_MZ281387
MW914535 alpha_MW914535
MZ283938 alpha_MZ283938
MZ416098.1 alpha_MZ416098.1
MZ394129.1 alpha_MZ394129.1
MW842288 alpha_MW842288
MW912115 alpha_MW912115
MZ059005 alpha_MZ059005
MZ187329 alpha_MZ187329
MZ163886 alpha_MZ163886
MZ188935 alpha_MZ188935
MZ270290 alpha_MZ270290
MZ377323 alpha_MZ377323
MZ321692 alpha_MZ321692
MZ342050 alpha_MZ342050
MZ167628 alpha_MZ167628
MZ255087 alpha_MZ255087
MZ450415.1 alpha_MZ450415.1
MZ053637 alpha_MZ053637
MZ391183 alpha_MZ391183
MW959994 alpha_MW959994
MZ039157 alpha_MZ039157
MZ059150 alpha_MZ059150
MZ156631 alpha_MZ156631
HG998977 alpha_HG998977
MZ471879.1 alpha_MZ471879.1
MZ530340.1 alpha_MZ530340.1
MW907751 alpha_MW907751
MZ411982.1 alpha_MZ411982.1
MZ438600.1 alpha_MZ438600.1
MW914679 alpha_MW914679
MZ075144 alpha_MZ075144
MZ531717.1 alpha_MZ531717.1
MZ060421 alpha_MZ060421
MZ454924.1 alpha_MZ454924.1
MZ141345 alpha_MZ141345
MZ164017 alpha_MZ164017
MZ153631 alpha_MZ153631
MZ432483.1 alpha_MZ432483.1
MZ512732.1 alpha_MZ512732.1
MZ085073 alpha_MZ085073
MZ282604 alpha_MZ282604
MZ056292 alpha_MZ056292
MW964619 alpha_MW964619
MZ181559 alpha_MZ181559
MZ530564.1 alpha_MZ530564.1
MW994958 alpha_MW994958
MZ156644 alpha_MZ156644
MZ238133 alpha_MZ238133
MW964660 alpha_MW964660
MZ073841 alpha_MZ073841
MZ279433 alpha_MZ279433
MW773478 alpha_MW773478
MW796736 alpha_MW796736
MZ196110 alpha_MZ196110
MW912200 alpha_MW912200
MW993785 alpha_MW993785
MZ237945 alpha_MZ237945
MW807832 alpha_MW807832
MZ002314 alpha_MZ002314
FR988677 alpha_FR988677
MZ090299 alpha_MZ090299
HG998898 alpha_HG998898
MZ152918 alpha_MZ152918
MZ152182 alpha_MZ152182
MZ294889 alpha_MZ294889
MZ449778.1 alpha_MZ449778.1
MW776933 alpha_MW776933
MZ009853 alpha_MZ009853
MZ192294 alpha_MZ192294
MZ173087 alpha_MZ173087
MZ436593.1 alpha_MZ436593.1
MW932171 alpha_MW932171
MW586690 alpha_MW586690
MZ038486 alpha_MZ038486
MW847672 alpha_MW847672
MZ006576 alpha_MZ006576
MZ006713 alpha_MZ006713
MZ186651 alpha_MZ186651
MW773783 alpha_MW773783
MZ378512 alpha_MZ378512
MW908554 alpha_MW908554
MZ304968 alpha_MZ304968
MZ321195 alpha_MZ321195
MW725596 alpha_MW725596
MZ217356 alpha_MZ217356
MZ440993.1 alpha_MZ440993.1
MZ034974 alpha_MZ034974
MZ201501 alpha_MZ201501
MZ074898 alpha_MZ074898
MZ520077.1 alpha_MZ520077.1
MW836154 alpha_MW836154
MW963729 alpha_MW963729
MZ071219 alpha_MZ071219
MZ083747 alpha_MZ083747
MW662546 alpha_MW662546
MZ180267 alpha_MZ180267
MZ281388 alpha_MZ281388
MZ530345.1 alpha_MZ530345.1
MZ255189 alpha_MZ255189
MZ060771 alpha_MZ060771
MZ306378 alpha_MZ306378
MZ500379.1 alpha_MZ500379.1
MZ210611 alpha_MZ210611
MZ244909 alpha_MZ244909
MZ489974.1 alpha_MZ489974.1
MZ232971 alpha_MZ232971
MZ100721 alpha_MZ100721
MZ173174 alpha_MZ173174
MZ192066 alpha_MZ192066
MZ189317 alpha_MZ189317
MZ388167 alpha_MZ388167
MZ075431 alpha_MZ075431
MZ047400 alpha_MZ047400
MZ492016.1 alpha_MZ492016.1
MZ201358 alpha_MZ201358
MZ201340 alpha_MZ201340
MW863040 alpha_MW863040
MZ206954 alpha_MZ206954
MZ195406 alpha_MZ195406
MZ145414 alpha_MZ145414
MZ531380.1 alpha_MZ531380.1
MZ378567 alpha_MZ378567
MZ394273.1 alpha_MZ394273.1
MZ535724.1 alpha_MZ535724.1
MZ239152 alpha_MZ239152
MW988486 alpha_MW988486
MZ082597 alpha_MZ082597
MZ194322 alpha_MZ194322
MZ252679 alpha_MZ252679
MZ056516 alpha_MZ056516
MZ278934 alpha_MZ278934
MZ053612 alpha_MZ053612
MZ141873 alpha_MZ141873
MZ188414 alpha_MZ188414
MZ275035 alpha_MZ275035
MZ274702 alpha_MZ274702
FR991789 alpha_FR991789
MZ072593 alpha_MZ072593
MZ278668 alpha_MZ278668
MZ004871 alpha_MZ004871
MZ214278 alpha_MZ214278
MZ454875.1 alpha_MZ454875.1
MZ238403 alpha_MZ238403
MZ212170 alpha_MZ212170
MZ002845 alpha_MZ002845
MZ228824 alpha_MZ228824
MZ100083 alpha_MZ100083
MZ240456 alpha_MZ240456
MZ415549.1 alpha_MZ415549.1
MW906214 alpha_MW906214
MZ390100 alpha_MZ390100
MW894188 alpha_MW894188
MW864765 alpha_MW864765
MZ152261 alpha_MZ152261
MZ342398 alpha_MZ342398
MZ140571 alpha_MZ140571
MW915195 alpha_MW915195
MZ069337 alpha_MZ069337
MZ308268 alpha_MZ308268
MZ280029 alpha_MZ280029
