Virus Strain Name	Accession ID	Data Source	Related ID	Lineage	Nuc.Completeness	Sequence Length	Sequence Quality	Quality Assessment	Host	Sample Collection Date	Location	Originating Lab	Submission Date	Submitting Lab	Create Time	Last Update Time
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0096/2021	EPI_ISL_1351682	GISAID		B.1.1.519	Complete	29864	Low	689/0/NA/NA/NA	Homo Sapiens	2021-03-08	Mexico / Jalisco	Centro de InvestigaciÃ³n BiomÃ©dica de Occidente (CIBO)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0097/2021	EPI_ISL_1351685	GISAID		B.1.1.519	Complete	29868	Low	508/0/NA/NA/NA	Homo Sapiens	2021-03-07	Mexico / Jalisco	Centro de InvestigaciÃ³n BiomÃ©dica de Occidente (CIBO)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0098/2021	EPI_ISL_1351688	GISAID		B.1.1.519	Complete	29865	Low	111/0/NA/NA/NA	Homo Sapiens	2021-03-07	Mexico / Nayarit	Centro de InvestigaciÃ³n BiomÃ©dica de Occidente (CIBO)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0099/2021	EPI_ISL_1351691	GISAID		B.1.1.519	Complete	29865	High	0/0/-/-/-	Homo Sapiens	2021-03-06	Mexico / Guanajuato	Centro de InvestigaciÃ³n BiomÃ©dica de Occidente (CIBO)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0100/2021	EPI_ISL_1351694	GISAID		B.1.427/429	Complete	29865	Low	486/0/NA/NA/NA	Homo Sapiens	2021-03-06	Mexico / Guanajuato	Centro de InvestigaciÃ³n BiomÃ©dica de Occidente (CIBO)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0101/2021	EPI_ISL_1351697	GISAID		B.1.1.519	Complete	29893	Low	847/0/NA/NA/NA	Homo Sapiens	2021-03-06	Mexico / Jalisco	Centro de InvestigaciÃ³n BiomÃ©dica de Occidente (CIBO)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0102/2021	EPI_ISL_1351700	GISAID		B.1.427	Complete	29868	Low	177/0/NA/NA/NA	Homo Sapiens	2021-03-08	Mexico / Jalisco	Centro de InvestigaciÃ³n BiomÃ©dica de Occidente (CIBO)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0103/2021	EPI_ISL_1351703	GISAID		B.1.427/429	Complete	29866	Low	151/0/NA/NA/NA	Homo Sapiens	2021-03-07	Mexico / Jalisco	Centro de InvestigaciÃ³n BiomÃ©dica de Occidente (CIBO)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0104/2021	EPI_ISL_1351706	GISAID		B.1.1.519	Complete	29866	High	0/0/-/-/-	Homo Sapiens	2021-03-08	Mexico / Jalisco	Centro de InvestigaciÃ³n BiomÃ©dica de Occidente (CIBO)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0105/2021	EPI_ISL_1351709	GISAID		B.1.243	Complete	29865	Low	214/0/NA/NA/NA	Homo Sapiens	2021-03-08	Mexico / Jalisco	Centro de InvestigaciÃ³n BiomÃ©dica de Occidente (CIBO)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0106/2021	EPI_ISL_1351713	GISAID		B.1.1.519	Complete	29865	High	0/0/-/-/-	Homo Sapiens	2021-03-03	Mexico / San Luis Potosi	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0107/2021	EPI_ISL_1351716	GISAID		B.1.1.519	Complete	29870	High	0/0/-/-/-	Homo Sapiens	2021-03-03	Mexico / San Luis Potosi	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0108/2021	EPI_ISL_1351719	GISAID		B.1.1.519	Complete	29866	Low	426/0/NA/NA/NA	Homo Sapiens	2021-03-03	Mexico / San Luis Potosi	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0109/2021	EPI_ISL_1351725	GISAID		B.1.1.222	Complete	29865	High	0/0/-/-/-	Homo Sapiens	2021-03-03	Mexico / San Luis Potosi	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0110/2021	EPI_ISL_1351728	GISAID		B.1.1.519	Complete	29868	Low	299/1/NA/NA/NA	Homo Sapiens	2021-03-03	Mexico / San Luis Potosi	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0111/2021	EPI_ISL_1351731	GISAID		B.1.1.519	Complete	29867	High	0/0/-/-/-	Homo Sapiens	2021-03-05	Mexico / Mexico City	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0112/2021	EPI_ISL_1351734	GISAID		B.1.1.519	Complete	29867	Low	193/0/NA/NA/NA	Homo Sapiens	2021-03-04	Mexico / Mexico City	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0113/2021	EPI_ISL_1351737	GISAID		B.1.1.519	Complete	29866	Low	852/0/NA/NA/NA	Homo Sapiens	2021-03-04	Mexico / Mexico City	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0114/2021	EPI_ISL_1351739	GISAID		B.1.1.519	Complete	29867	High	0/0/-/-/-	Homo Sapiens	2021-03-04	Mexico / Mexico City	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0115/2021	EPI_ISL_1351743	GISAID		B.1.396	Complete	29866	Low	247/0/NA/NA/NA	Homo Sapiens	2021-03-04	Mexico / State of Mexico	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0116/2021	EPI_ISL_1351746	GISAID		B.1.1.519	Complete	29865	Low	806/0/NA/NA/NA	Homo Sapiens	2021-03-04	Mexico / Mexico City	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0117/2021	EPI_ISL_1351749	GISAID		B.1.1.519	Complete	29866	Low	47/0/NA/NA/NA	Homo Sapiens	2021-03-04	Mexico / Mexico City	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0118/2021	EPI_ISL_1351752	GISAID		B.1.1.519	Complete	29865	High	0/0/-/-/-	Homo Sapiens	2021-03-03	Mexico / Mexico City	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0119/2021	EPI_ISL_1351754	GISAID		B.1.1.519	Complete	29872	Low	303/0/NA/NA/NA	Homo Sapiens	2021-03-04	Mexico / Mexico City	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0120/2021	EPI_ISL_1351757	GISAID		B.1.1.222	Complete	29857	Low	481/0/NA/NA/NA	Homo Sapiens	2021-03-04	Mexico / Mexico City	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0121/2021	EPI_ISL_1351760	GISAID		B.1.1.519	Complete	29869	Low	365/0/NA/NA/NA	Homo Sapiens	2021-03-04	Mexico / Mexico City	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0122/2021	EPI_ISL_1351764	GISAID		B.1.1.519	Complete	29866	High	0/0/-/-/-	Homo Sapiens	2021-03-04	Mexico / State of Mexico	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0123/2021	EPI_ISL_1351767	GISAID		B.1	Complete	29867	Low	313/0/NA/NA/NA	Homo Sapiens	2021-03-05	Mexico / State of Mexico	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0124/2021	EPI_ISL_1351770	GISAID		B.1.1.519	Complete	29865	High	0/0/-/-/-	Homo Sapiens	2021-03-04	Mexico / Mexico City	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0125/2021	EPI_ISL_1351774	GISAID		B.1.1.519	Complete	29865	Low	458/0/NA/NA/NA	Homo Sapiens	2021-03-05	Mexico / Mexico City	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0126/2021	EPI_ISL_1351777	GISAID		B.1.1.519	Complete	29862	Low	480/0/NA/NA/NA	Homo Sapiens	2021-03-04	Mexico / State of Mexico	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0127/2021	EPI_ISL_1351780	GISAID		B.1.1.519	Complete	29865	Low	708/0/NA/NA/NA	Homo Sapiens	2021-03-05	Mexico / Mexico City	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0128/2021	EPI_ISL_1351783	GISAID		B.1	Complete	29866	Low	460/0/NA/NA/NA	Homo Sapiens	2021-03-04	Mexico / Queretaro	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0129/2021	EPI_ISL_1351787	GISAID		B.1.1.519	Complete	29866	Low	250/0/NA/NA/NA	Homo Sapiens	2021-03-02	Mexico / Veracruz	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0130/2021	EPI_ISL_1351790	GISAID		B.1.1.519	Complete	29865	Low	32/0/NA/NA/NA	Homo Sapiens	2021-03-04	Mexico / State of Mexico	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0131/2021	EPI_ISL_1351793	GISAID		B.1.404	Complete	29867	Low	138/0/NA/NA/NA	Homo Sapiens	2021-02-23	Mexico / State of Mexico	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0132/2021	EPI_ISL_1351796	GISAID		B.1.1.519	Complete	29866	Low	517/0/NA/NA/NA	Homo Sapiens	2021-03-04	Mexico / State of Mexico	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0133/2021	EPI_ISL_1351799	GISAID		B.1.1.519	Complete	29864	Low	172/0/NA/NA/NA	Homo Sapiens	2021-03-04	Mexico / Puebla	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0134/2021	EPI_ISL_1351802	GISAID		B.1.1.519	Complete	29866	Low	258/0/NA/NA/NA	Homo Sapiens	2021-03-04	Mexico / Puebla	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0135/2021	EPI_ISL_1351805	GISAID		B.1.1.519	Complete	29830	Low	177/0/NA/NA/NA	Homo Sapiens	2021-03-03	Mexico / Puebla	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0136/2021	EPI_ISL_1351809	GISAID		B.1.1.519	Complete	29865	Low	140/0/NA/NA/NA	Homo Sapiens	2021-03-04	Mexico / Puebla	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0137/2021	EPI_ISL_1351810	GISAID		B.1.1.519	Complete	29865	Low	411/0/NA/NA/NA	Homo Sapiens	2021-03-04	Mexico / Puebla	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0138/2021	EPI_ISL_1351811	GISAID		B.1.1.519	Complete	29867	Low	182/0/NA/NA/NA	Homo Sapiens	2021-03-03	Mexico / Puebla	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0139/2021	EPI_ISL_1351815	GISAID		B.1.1.519	Complete	29868	High	0/0/-/-/-	Homo Sapiens	2021-03-04	Mexico / Puebla	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0140/2021	EPI_ISL_1351818	GISAID		B.1.1.519	Complete	29865	Low	122/0/NA/NA/NA	Homo Sapiens	2021-03-04	Mexico / Puebla	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0141/2021	EPI_ISL_1351821	GISAID		B.1.1.519	Complete	29867	Low	375/0/NA/NA/NA	Homo Sapiens	2021-03-04	Mexico / Puebla	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0142/2021	EPI_ISL_1351824	GISAID		B.1.1.222	Complete	29865	High	0/0/-/-/-	Homo Sapiens	2021-03-03	Mexico / Puebla	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0143/2021	EPI_ISL_1351827	GISAID		B.1.1.519	Complete	29866	Low	220/0/NA/NA/NA	Homo Sapiens	2021-03-03	Mexico / Puebla	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0144/2021	EPI_ISL_1351830	GISAID		B.1.1.519	Complete	29865	Low	713/0/NA/NA/NA	Homo Sapiens	2021-03-03	Mexico / Puebla	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0145/2021	EPI_ISL_1351833	GISAID		B.1.1.519	Complete	29865	Low	111/0/NA/NA/NA	Homo Sapiens	2021-03-02	Mexico / Puebla	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0146/2021	EPI_ISL_1351836	GISAID		B.1	Complete	29866	High	0/0/-/-/-	Homo Sapiens	2021-03-03	Mexico / Puebla	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0147/2021	EPI_ISL_1351839	GISAID		B.1.1.519	Complete	29866	Low	415/0/NA/NA/NA	Homo Sapiens	2021-03-02	Mexico / Puebla	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0148/2021	EPI_ISL_1351842	GISAID		B.1.1.519	Complete	29866	Low	133/0/NA/NA/NA	Homo Sapiens	2021-03-03	Mexico / Puebla	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0149/2021	EPI_ISL_1351845	GISAID		B.1.1.519	Complete	29886	Low	304/0/NA/NA/NA	Homo Sapiens	2021-03-02	Mexico / Puebla	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0150/2021	EPI_ISL_1351848	GISAID		B.1.1.519	Complete	29866	Low	136/0/NA/NA/NA	Homo Sapiens	2021-03-03	Mexico / Puebla	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0151/2021	EPI_ISL_1351851	GISAID		B.1.1.519	Complete	29867	Low	489/0/NA/NA/NA	Homo Sapiens	2021-03-03	Mexico / Puebla	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0152/2021	EPI_ISL_1351854	GISAID		B.1.1.519	Complete	29867	High	0/0/-/-/-	Homo Sapiens	2021-03-03	Mexico / Puebla	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0153/2021	EPI_ISL_1351857	GISAID		B.1.1.519	Complete	29865	Low	148/0/NA/NA/NA	Homo Sapiens	2021-03-03	Mexico / Puebla	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0154/2021	EPI_ISL_1351860	GISAID		B.1.1.519	Complete	29867	Low	664/0/NA/NA/NA	Homo Sapiens	2021-03-03	Mexico / Puebla	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0155/2021	EPI_ISL_1351863	GISAID		B.1.1.519	Complete	29866	Low	742/0/NA/NA/NA	Homo Sapiens	2021-03-04	Mexico / Puebla	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0156/2021	EPI_ISL_1351866	GISAID		B.1.1.519	Complete	29867	Low	28/0/NA/NA/NA	Homo Sapiens	2021-03-04	Mexico / Puebla	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0157/2021	EPI_ISL_1351869	GISAID		B.1.397	Complete	29865	Low	86/0/NA/NA/NA	Homo Sapiens	2021-03-04	Mexico / Puebla	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0158/2021	EPI_ISL_1351872	GISAID		B.1.1.519	Complete	29867	Low	416/0/NA/NA/NA	Homo Sapiens	2021-03-01	Mexico / Puebla	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0159/2021	EPI_ISL_1351875	GISAID		B.1.1.519	Complete	29866	Low	207/0/NA/NA/NA	Homo Sapiens	2021-03-05	Mexico / Tlaxcala	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0160/2021	EPI_ISL_1351878	GISAID		B.1.1.519	Complete	29867	Low	79/0/NA/NA/NA	Homo Sapiens	2021-03-04	Mexico / Tlaxcala	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0161/2021	EPI_ISL_1351880	GISAID		B.1.1.519	Complete	29867	Low	242/0/NA/NA/NA	Homo Sapiens	2021-03-04	Mexico / Tlaxcala	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0162/2021	EPI_ISL_1351883	GISAID		B.1.1.519	Complete	29865	Low	321/0/NA/NA/NA	Homo Sapiens	2021-03-03	Mexico / Tlaxcala	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0163/2021	EPI_ISL_1351886	GISAID		B.1.1.519	Complete	29866	Low	174/0/NA/NA/NA	Homo Sapiens	2021-03-03	Mexico / Tlaxcala	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0164/2021	EPI_ISL_1351890	GISAID		B.1.1.519	Complete	29865	Low	127/0/NA/NA/NA	Homo Sapiens	2021-03-03	Mexico / Veracruz	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0165/2021	EPI_ISL_1351893	GISAID		B.1	Complete	29866	Low	619/0/NA/NA/NA	Homo Sapiens	2021-03-03	Mexico / Veracruz	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0166/2021	EPI_ISL_1351896	GISAID		B.1	Complete	29865	Low	507/0/NA/NA/NA	Homo Sapiens	2021-03-03	Mexico / Veracruz	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0167/2021	EPI_ISL_1351899	GISAID		B.1.1.519	Complete	29865	Low	331/0/NA/NA/NA	Homo Sapiens	2021-03-02	Mexico / Veracruz	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0168/2021	EPI_ISL_1351902	GISAID		B.1.1.519	Complete	29865	High	0/0/-/-/-	Homo Sapiens	2021-03-03	Mexico / Oaxaca	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
hCoV-19/Mexico/TAM_LANGEBIO_IMSS_0169/2021	EPI_ISL_1351905	GISAID		B.1.1.519	Complete	29866	Low	175/0/NA/NA/NA	Homo Sapiens	2021-03-03	Mexico / Aguascalientes	Laboratorio Central de EpidemiologÃ­a (LCE)	2021-03-25	Unidad de Genomica Avanzada	2021-03-27 23:11:52	2021-03-27 23:11:52
